Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;ALTERNATIVA 101 - ALTERNATIVA, AKCIJA MLADIH - AM;CENTAR;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA STRANKA PRAVA - HSP;HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS, HRVATSKA SELJAČKA STRANKA - STJEPAN RADIĆ - HSS - SR, STRANKA UMIROVLJENIKA - SU;KANDIDACIJSKA LISTA GRUPE BIRAČA -  TOMISLAV MAMIĆ;MOST;NEZAVISNA LISTA MLADIH - NLM, PAMETNO ZA SPLIT I DALMACIJU, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;RADNIČKA FRONTA - RF, SOCIJALISTIČKA RADNIČKA PARTIJA HRVATSKE - SRP;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP;ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA - HGS
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;013;BIRAČKO MJESTO BROJ 13. U TROGIRU, ČIOVO IV;KUĆA PUOVIĆ;OBALA KRALJA ZVONIMIRA 15;893;408;408;386;22;4;21;28;116;4;6;49;14;6;87;51
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;014;BIRAČKO MJESTO BROJ 14. U ŽEDNOM;DRUŠTVENI DOM ŽEDNO;ŽEDNO;130;74;74;74;0;3;0;5;20;2;0;9;2;1;28;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;015;BIRAČKO MJESTO BROJ 15. U MASTRINCI;HOTEL SV. KRIŽ;DOMOVINSKE ZAHVALNOSTI 1;1006;423;423;398;25;3;17;17;143;8;14;41;25;5;88;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;016;BIRAČKO MJESTO BROJ 16. U ARBANIJI;MJESNI ODBOR;ARBANIJA;421;229;229;220;9;4;12;13;73;2;5;15;12;4;63;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;017;BIRAČKO MJESTO BROJ 17. U DRVENIKU MALOM;BIVŠA OŠ DRVENIK MALI;DRVENIK MALI;163;90;90;88;2;0;7;4;26;0;1;6;2;3;31;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;018;BIRAČKO MJESTO BROJ 18. U DRVENIKU VELIKOM;MJESNI ODBOR;TOĆ, DRVENIK VELIKI;255;106;106;103;3;4;9;5;25;2;4;4;5;1;27;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;001;VIS;ZGRADA GRADA VISA;TRG 30. SVIBNJA 1992. BROJ 2;659;374;374;339;35;17;22;11;96;6;2;49;31;4;72;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;002;VIS;HRVATSKI DOM;OBALA SV. JURJA 29;407;224;224;206;18;8;14;11;59;4;1;20;33;3;43;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;003;VIS;ZORA KUT;TRG EUGENA KVATERNIKA 2;554;311;311;287;24;16;10;19;80;1;6;29;25;6;78;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;004;PODSTRAŽJE;DOM PODSTRAŽJE;PODSTRAŽJE BB;257;123;123;119;4;9;7;5;31;0;1;7;4;5;44;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;005;MARINJE ZEMLJE;DOM MARINJE ZEMLJE;MARINJE ZEMLJE BB;91;41;41;41;0;2;1;2;7;1;0;1;8;0;15;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;001;PRAPATNICE;OSNOVNA ŠKOLA;PRAPATNICE;154;109;109;105;4;1;0;1;36;3;1;1;58;1;3;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;002;PODPROLOG;OSNOVNA ŠKOLA;PODPROLOG;330;205;205;191;14;0;2;5;95;5;0;1;72;0;6;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;003;BANJA;KUĆA DRINKA GRANIĆA;BANJA 61;198;135;135;130;5;0;1;3;44;1;0;3;71;1;4;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;004;ORAH;OSNOVNA ŠKOLA;ORAH;225;141;141;140;1;0;1;3;49;2;0;0;77;0;7;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;005;VELIKI PROLOG;OSNOVNA ŠKOLA;VELIKI PROLOG;242;192;192;190;2;1;1;4;103;0;0;3;74;0;2;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;006;KOKORIĆI;OSNOVNA ŠKOLA;KOKORIĆI;117;85;85;85;0;1;1;4;19;1;1;2;55;0;1;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;007;DUSINA;ZGRADA OSNOVNE ŠKOLE;DUSINA;419;331;331;324;7;1;2;11;181;4;5;8;110;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;008;VRGORAC;ZGRADA GRADA VRGORCA-MALA VIJEĆNICA;VRGORAC;1878;1254;1254;1231;23;18;6;24;390;9;4;29;670;4;57;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;009;VLAKA;KUĆA NENE OKUKA;VLAKA 9;34;21;21;21;0;0;1;0;1;9;0;0;10;0;0;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;010;UMČANI;OSNOVNA ŠKOLA;UMČANI;177;119;119;112;7;2;0;0;25;2;0;1;73;0;9;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;011;MILOŠIĆI;KUĆA IVICE ERCEGA (TUĆO);VELIKI PROLOG 98A;129;85;85;85;0;0;0;2;27;1;1;2;51;0;1;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;012;KOTEZI;"ZGRADA BIVŠE OSNOVNE ŠKOLE (KLUB ZA OBARANJE RUKE ""MUSE""";KOTEZI;223;162;162;156;6;3;0;0;37;5;0;7;96;0;7;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;013;RAŠĆANE;ZGRADA MJESNOG ODBORA RAŠĆANE (PORED IGRALIŠTA);RAŠĆANE 115;97;58;58;57;1;0;1;3;20;0;0;3;28;0;2;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;014;POLJICA;ZGRADA LOVAČKE UDRUGE (PORED ŠKOLE);POLJICA;57;30;30;30;0;3;0;1;13;3;0;1;8;0;1;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;015;DUGE NJIVE;OSNOVNA ŠKOLA;DUGE NJIVE;77;50;50;45;5;0;1;1;8;0;0;1;29;1;3;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;016;KOZICA;ZADRUŽNI DOM;KOZICA;53;22;22;21;1;0;0;1;10;0;0;0;7;0;3;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;017;ŽLIBINA;KUĆA ZORE VULETIĆA;POLJICA KOZIČKA 148;75;37;37;35;2;0;0;2;30;0;0;0;1;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;018;DRAGLJANE;OSNOVNA ŠKOLA;DRAGLJANE;43;32;32;31;1;0;0;0;3;0;0;0;23;0;4;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;019;KLJENAK;KUĆA ANTE NIZIĆA;KLJENAK 9;50;31;31;30;1;1;0;0;2;1;0;1;22;0;3;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;020;DRAŽEVITIĆI;ZADRUŽNI DOM;DRAŽEVITIĆI;155;106;106;104;2;0;0;0;34;1;0;0;52;0;16;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;021;ZAVOJANE;ZADRUŽNI DOM;ZAVOJANE;173;117;117;114;3;0;0;3;49;0;0;2;46;0;13;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;022;MAJIĆI;KUĆA MIRA ŽIDIĆA - BLOKETARA;ZAVOJANE 18;55;44;44;44;0;0;3;1;7;0;0;2;25;0;4;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;023;MIJACA;OSNOVNA ŠKOLA;MIJACA;43;26;26;25;1;0;0;1;16;0;0;1;6;0;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;024;STILJA;OSNOVNA ŠKOLA;STILJA;260;176;176;171;5;2;3;1;88;3;0;3;63;0;2;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;025;VINA;KUĆA IVANA FRANIĆA POK. MARKA;VINA;99;73;73;69;4;0;1;2;41;3;0;1;17;0;3;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;026;RAVČA;OSNOVNA ŠKOLA;RAVČA;128;83;83;83;0;0;0;0;12;0;0;2;64;0;4;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;001;BIRAČKO MJESTO 1. VRLIKA;GRADSKA VIJEĆNICA;FRA. FILIPA GRABOVCA 6;519;312;312;299;13;3;15;16;186;3;2;47;10;2;12;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;002;BIRAČKO MJESTO 2. DONJE MAOVICE;"OBJEKT ZV. ""KULINA"", VL. PETAR MIŠIĆ";DONJE MAOVICE;267;77;77;74;3;0;4;4;42;0;0;15;0;0;2;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;003;BIRAČKO MJESTO 3. GORNJE MAOVICE;HRVATSKE TELEKOMUNIKACIJE;GORNJE MAOVICE;186;105;105;101;4;1;3;4;62;2;0;12;2;2;2;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;004;BIRAČKO MJESTO 4. GARJAK;PRIVATNA KUĆA U VLASNIŠTVU ZAHARIJE UZUN;GARJAK 20;65;28;28;28;0;0;1;0;13;0;0;8;0;0;5;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;005;BIRAČKO MJESTO 5. PODOSOJE;OBJEKT VL. DRAGAN MARINOVIĆ;PODOSOJE 6;212;84;84;82;2;0;3;11;46;2;0;11;1;0;2;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;006;BIRAČKO MJESTO 6. KOSORE;PRIVATNA KUĆA U VLASNIŠTVU MARIN LELAS;KOSORE 6A;159;88;88;85;3;0;0;8;47;1;2;14;5;1;2;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;007;BIRAČKO MJESTO 7. VINALIĆ;HRVATSKE TELEKOMUNIKACIJE;VINALIĆ;173;98;98;94;4;1;2;3;74;0;1;9;2;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;008;BIRAČKO MJESTO 8. JEŽEVIĆ;HRVATSKE TELEKOMUNIKACIJE;JEŽEVIĆ;237;126;126;123;3;1;4;12;71;4;4;21;0;1;2;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;001;BAŠKA VODA;ZGRADA OPĆINE;OBALA SV.NIKOLE 65;1160;653;652;607;45;13;20;30;232;11;6;58;123;6;78;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;002;BAŠKA VODA;ZGRADA LUKE;OBALA SV. NIKOLE 2;909;526;526;496;30;14;21;29;209;4;8;61;74;5;43;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;003;BAST;ŠKOLA BAST;BAST BR. 48;129;98;98;95;3;2;2;6;52;1;1;4;5;0;19;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;004;PROMAJNA;"OŠ ""PROMAJNA""";OBALA BR. 1;485;215;215;205;10;4;8;8;82;1;1;27;32;0;27;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;005;BRATUŠ;MOBILNA KUĆICA MJESNOG ODBORA BRATUŠ;BRATUŠ 29 A;103;60;60;58;2;1;6;3;27;1;0;4;6;0;7;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;006;KRVAVICA;URED MJESNOG ODBORA KRVAVICA;KRVAVICA BR. 55;237;118;118;108;10;2;2;6;20;3;2;9;16;4;30;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BOL;001;BOL I.;ŠKOLA;BOL;1609;1044;1044;1009;35;88;50;22;226;10;27;108;216;12;179;71
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BOL;002;MURVICA;DOM;MURVICA;27;19;19;19;0;3;1;0;2;0;0;5;2;0;3;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BRELA;001;GORNJA BRELA;PROSTOR BIVŠE MJESNE ZAJEDNICE;ULICA NARET BR. 1;133;88;88;83;5;2;1;2;40;2;2;8;8;1;12;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BRELA;002;BRELA;DJEČJI VRTIĆ BRELA;ULICA SV. JURJA BR. 1 B;1468;952;951;906;45;20;52;43;304;21;15;135;131;12;118;55
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;001;ARŽANO;OSNOVNA ŠKOLA;ARŽANO;360;187;187;185;2;1;1;23;131;1;1;15;3;0;2;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;002;BIORINE;PODRUČNA ŠKOLA;BIORINE;147;108;108;107;1;0;1;9;82;2;3;9;0;0;1;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;003;CISTA PROVO;STARA PODRUČNA ŠKOLA CISTA PROVO;CISTA PROVO;385;265;265;258;7;4;0;24;183;5;3;24;4;0;0;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;004;CISTA VELIKA;OSNOVNA ŠKOLA;CISTA VELIKA;610;253;253;237;16;2;3;13;146;2;3;41;2;0;4;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;005;DOBRANJE;KULTURNO UMJETNIČKO ŠPORTSKO DRUŠTVO;DOBRANJE;119;74;74;74;0;0;0;7;53;0;1;9;1;0;0;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;006;SVIB;PODRUČNA ŠKOLA;SVIB;429;174;174;165;9;0;1;19;86;1;1;42;1;0;0;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;007;SVIBIĆ;PODRUČNA ŠKOLA;SVIBIĆ;112;73;73;70;3;1;3;5;40;4;0;10;0;0;0;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DICMO;001;BIRAČKO MJESTO 1. ERCEGOVCI;PODRUČNA ŠKOLA ERCEGOVCI;DICMO ERCEGOVCI 22;110;62;62;58;4;3;4;6;15;2;0;10;7;2;4;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DICMO;002;BIRAČKO MJESTO 2. KRUŠVAR;PODRUČNA ŠKOLA KRUŠVAR;DICMO KRUŠVAR 113A;404;280;280;271;9;1;5;26;91;4;4;55;43;3;10;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DICMO;003;BIRAČKO MJESTO 3.  KRAJ-OSOJE-SUŠCI;O. Š. A. STARČEVIĆ  DICMO;DICMO KRAJ 42;903;680;680;670;10;3;14;49;303;5;7;120;81;1;18;69
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DICMO;004;BIRAČKO MJESTO 4. PRISOJE - SIČANE;O.Š. ANTE STARČEVIĆA DICMO;DICMO KRAJ 42;936;677;676;653;23;10;9;41;312;2;5;137;73;1;10;53
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;001;DUĆE-GOLUBINKA;"UGOSTITELJSKI OBJEKT ""SIDRO""";POLJIČKA CESTA - GOLUBINKA 35;792;303;303;292;11;8;13;26;104;13;21;41;26;3;20;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;002;DUĆE-ROGAČ;TURIST BIRO DUĆE U DUĆAMA;POLJIČKA CESTA, VAVLJE 2;766;334;334;316;18;4;27;32;84;11;17;51;40;1;21;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;003;DUGI RAT I;PROSTORIJE KUD-A DALMACIJA U DUGOM RATU;POLJIČKA CESTA 133;1119;562;562;534;28;5;63;44;142;8;16;97;55;0;46;58
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;004;DUGI RAT II;PROSTORIJE OPĆINE DUGI RAT U DUGOM RATU;POLJIČKI TRG 1;1212;620;619;588;31;3;44;46;156;21;19;109;61;6;59;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;005;ORIJ I MALI RAT;"OSNOVNA ŠKOLA ""JESENICE"" U ORIJU";ĐAČKI PUT 10;765;382;382;357;25;5;28;29;114;7;16;51;36;2;25;44
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;006;SUMPETAR I SUHI POTOK;PRIZEMLJE ZGRADE DJEČJEG VRTIĆA U SUMPETRU;PUT SV.ROKA 6;841;400;400;381;19;7;34;26;120;10;18;56;21;3;22;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;007;KRILO I BAJNICE;PROSTOR HRVATSKE UDRUGE PRIVATNIH BRODARA;SV. NIKOLA 2, KRILO JESENICE;1032;594;594;572;22;8;77;35;236;28;11;51;22;2;38;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;001;BIRAČKO MJESTO 1. KOPRIVNO;OBITELJSKA KUĆA VLADE ŠAMADAN;KOPRIVNO,ULICA SVIH SVETIH 3;241;153;153;144;9;4;5;21;72;3;4;13;5;0;6;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;002;BIRAČKO MJESTO 2. DUGOPOLJE;KUĆA MILJENKA BALIĆA;DOMOVINSKOG RATA 67, DUGOPOLJE;1264;775;775;736;39;16;34;33;376;5;13;99;43;5;54;58
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;003;BIRAČKO MJESTO 3. DUGOPOLJE;DOM KULTURE;TRG F.TUĐMANA 1 DUGOPOLJE;814;501;501;481;20;10;28;16;252;4;10;55;20;2;38;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;004;BIRAČKO MJESTO 4. DUGOPOLJE;KUĆA DAVORA PERIŠIĆA;DOMOVINSKOG RATA 189 DUGOPOLJE;746;444;444;423;21;16;14;10;229;5;11;46;14;3;24;51
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;005;BIRAČKO MJESTO 5. KOTLENICE;PODRUČNA ŠKOLA KOTLENICE;SOLINSKA 14;129;98;98;93;5;2;1;3;49;3;3;8;2;1;1;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;006;BIRAČKO MJESTO 6. LISKA;ZGRADA OPĆINE LISKA;ULICA SV. LUKE 30;56;50;50;50;0;2;1;6;36;2;1;0;2;0;0;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;GRADAC;001;DRVENIK;ZGRADA PODRUČNE PUČKE ŠKOLE DRVENIK;DONJA VALA 129, DRVENIK;495;326;326;311;15;4;13;6;64;1;3;38;82;6;82;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;GRADAC;002;ZAOSTROG;PROSTORIJE TURISTIČKE ZAJEDNICE;ZAOSTROG, FRA A.K. MIOŠIĆA 1;355;187;187;178;9;2;7;5;70;1;0;17;21;4;46;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;GRADAC;003;PODACA;MJESNI ODBOR;TRG A. STARČEVIĆA 1;666;228;228;214;14;2;8;10;94;3;2;17;18;0;54;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;GRADAC;004;BRIST;PUČKA ŠKOLA;SLAKOVAC 9;370;230;230;223;7;4;11;1;72;5;1;20;39;3;59;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;GRADAC;005;GRADAC;PROSTORIJA DRUŠTVENOG DOMA GRADAC;TRG HRVATSKOG PREPORODA 3;1178;628;628;587;41;8;15;25;115;8;6;64;105;12;193;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;001;BIRAČKO MJESTO 1. HRVACE;KUĆA ANĐE KEKEZ;HRVACE 67 A (KOD RESTORANA JANKOVIĆ);522;300;300;288;12;1;8;26;160;3;0;79;4;0;2;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;002;BIRAČKO MJESTO 2. HRVACE;"OŠ ""DINKA ŠIMUNOVIĆA""";HRVACE;823;429;429;416;13;0;4;33;260;2;1;97;4;0;8;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;003;BIRAČKO MJESTO 3. BITELIĆ;OŠ BITELIĆ;BITELIĆ;460;211;211;201;10;0;3;25;103;2;0;44;5;2;6;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;004;BIRAČKO MJESTO 4. RUMIN;KUĆA MARKA BULJANA;RUMIN;164;129;129;125;4;0;1;8;83;1;0;21;3;1;2;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;005;BIRAČKO MJESTO 5. VUČIPOLJE;STARA OŠ U VUČIPOLJU;VUČIPOLJE;157;83;83;81;2;0;0;3;54;3;0;15;1;3;1;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;006;BIRAČKO MJESTO 6. POTRAVLJE;OŠ POTRAVLJE;POTRAVLJE;593;287;287;277;10;1;0;42;158;1;3;48;6;0;4;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;007;BIRAČKO MJESTO 7. SATRIĆ;PROSTORIJE MO SATRIĆ;SATRIĆ;392;191;191;184;7;1;2;26;90;3;0;50;0;0;8;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;008;BIRAČKO MJESTO 8. MALJKOVO;PROSTORIJE MJESNOG ODBORA;MALJKOVO;78;41;41;38;3;0;0;0;34;1;0;3;0;0;0;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;001;JELSA;OPĆINSKI DOM U JELSI;JELSA 404;860;595;595;554;41;11;26;38;203;14;5;47;47;4;110;49
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;002;JELSA;OPĆINSKI DOM U JELSI;JELSA, TRG TOME GAMULINA 1;795;509;509;471;38;12;29;28;140;9;6;55;43;4;104;41
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;003;SVIRČE;"PROSTORIJE ""PZ SVIRČE""";SVIRČE;384;236;236;229;7;9;10;18;107;4;1;13;20;1;26;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;004;VRISNIK;ČITAONICA;VRISNIK;174;103;103;99;4;1;1;8;30;7;0;9;9;3;24;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;005;PITVE;SELJAČKI DOM U PITVAMA;PITVE;83;45;45;41;4;0;0;0;16;0;2;7;4;0;6;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;006;ZAVALA;ZADRUŽNI DOM U ZAVALI;ZAVALA;201;117;117;112;5;3;4;3;31;2;2;10;12;1;35;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;007;VRBOSKA;DOM KULTURE;VRBOSKA;594;368;367;346;21;9;22;42;119;6;2;29;19;4;74;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;008;POLJICA;"PROSTORIJE ""PZ POLJICA""";POLJICA;58;42;42;40;2;0;2;1;7;1;0;9;0;0;17;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;009;ZASTRAŽIŠĆE;"PROSTORIJE ""PZ ZASTRAŽIŠĆE""";ZASTRAŽIŠĆE;190;111;111;108;3;9;11;11;38;0;2;5;5;0;19;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;010;GDINJ;PROSTORIJE TURISTIČKOG UREDA;GDINJ;183;96;96;92;4;3;15;3;27;3;1;8;10;1;13;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;001;BIRAČKO MJESTO 1. KLIS-VAROŠ;MJESNI ODBOR  KLIS-VAROŠ;KNEZA TRPIMIRA 229;353;210;210;202;8;5;7;19;101;1;9;31;7;0;9;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;002;BIRAČKO MJESTO 2. KLIS-DONJA RUPOTINA;PROSTORIJE MJESNOG ODBORA DONJA RUPOTINA;KNEZA TRPIMIRA 90;1320;464;464;444;20;9;18;49;163;4;6;67;45;6;40;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;003;BIRAČKO MJESTO 3. KLIS-BRDO;OŠ. PETAR KRUŽIĆ;VJEKOSLAVA PARAĆA 7;274;140;140;138;2;1;7;6;79;3;2;13;8;0;7;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;004;BIRAČKO MJESTO 4. KLIS - MEGDAN;"DOM KULTURE ""JOZO BULIGA""";IZA GRADA 2;379;221;221;211;10;2;9;10;94;2;1;23;9;2;34;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;005;BIRAČKO MJESTO 5. KLIS - KOSA;"DOM KULTURE ""ZDRAVKO UVODIĆ""";SV. JURE 48;371;166;166;160;6;5;2;9;61;1;3;34;5;3;24;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;006;BIRAČKO MJESTO 6. KLIS - OZRNA;"PROSTORIJE LOVAČKE UDRUGE ""SVEČURJE""";STARE RERE 34;118;76;76;76;0;0;5;2;32;1;1;7;9;1;12;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;007;BIRAČKO MJESTO 7. KONJSKO;MO KONJSKO;DOMOVINSKOG RATA 45;237;113;113;111;2;5;5;11;45;0;1;29;2;0;3;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;008;BIRAČKO MJESTO 8. BROČANAC;MO BROČANAC;DOMOVINSKOG RATA 146;163;75;75;75;0;1;3;1;51;0;1;3;1;0;6;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;009;BIRAČKO MJESTO 9. DUGOBABE;MO DUGOBABE;DOMOVINSKOG RATA 168;108;59;59;58;1;0;0;8;44;0;0;4;0;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;010;BIRAČKO MJESTO 10. VUČEVICA;MO VUČEVICA;ZVONIMIROVA 5;46;20;20;20;0;0;1;0;17;0;1;0;0;0;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;011;BIRAČKO MJESTO 11. KORUŠCE;PROSTORIJE MJESNOG ODBORA KORUŠCE;PUT ŠKOLE 13;75;27;27;26;1;0;0;1;21;1;0;2;0;1;0;0
