Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;BLAŽENKO BOBAN;TONI JURIŠIĆ-SOKIĆ;IVICA KUKAVICA;RANKO OSTOJIĆ;ANTE PRANIĆ;MATE ŠIMUNDIĆ
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;003;BAST;ŠKOLA BAST;BAST BR. 48;129;98;98;93;5;60;1;1;20;7;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;004;PROMAJNA;"OŠ ""PROMAJNA""";OBALA BR. 1;485;215;215;206;9;108;6;11;43;30;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;005;BRATUŠ;MOBILNA KUĆICA MJESNOG ODBORA BRATUŠ;BRATUŠ 29 A;103;60;60;58;2;40;2;3;10;3;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;006;KRVAVICA;URED MJESNOG ODBORA KRVAVICA;KRVAVICA BR. 55;237;118;118;108;10;33;7;7;33;25;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BOL;001;BOL I.;ŠKOLA;BOL;1609;1044;1044;1005;39;329;43;68;256;284;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BOL;002;MURVICA;DOM;MURVICA;27;19;19;19;0;1;0;7;6;5;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BRELA;001;GORNJA BRELA;PROSTOR BIVŠE MJESNE ZAJEDNICE;ULICA NARET BR. 1;133;88;88;81;7;45;1;6;15;11;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BRELA;002;BRELA;DJEČJI VRTIĆ BRELA;ULICA SV. JURJA BR. 1 B;1468;952;951;902;49;377;23;90;185;169;58
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;001;ARŽANO;OSNOVNA ŠKOLA;ARŽANO;360;187;187;187;0;146;2;15;3;4;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;002;BIORINE;PODRUČNA ŠKOLA;BIORINE;147;108;108;106;2;79;13;6;2;1;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;003;CISTA PROVO;STARA PODRUČNA ŠKOLA CISTA PROVO;CISTA PROVO;385;265;265;256;9;199;3;23;3;2;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;004;CISTA VELIKA;OSNOVNA ŠKOLA;CISTA VELIKA;610;248;248;242;6;155;26;38;4;3;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;005;DOBRANJE;KULTURNO UMJETNIČKO ŠPORTSKO DRUŠTVO;DOBRANJE;119;74;74;74;0;53;3;9;0;0;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;006;SVIB;PODRUČNA ŠKOLA;SVIB;429;174;174;164;10;110;5;28;1;1;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;CISTA PROVO;007;SVIBIĆ;PODRUČNA ŠKOLA;SVIBIĆ;112;73;73;71;2;49;3;11;0;0;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DICMO;001;BIRAČKO MJESTO 1. ERCEGOVCI;PODRUČNA ŠKOLA ERCEGOVCI;DICMO ERCEGOVCI 22;110;62;62;58;4;21;4;4;10;14;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DICMO;002;BIRAČKO MJESTO 2. KRUŠVAR;PODRUČNA ŠKOLA KRUŠVAR;DICMO KRUŠVAR 113A;404;280;280;266;14;126;13;30;20;53;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DICMO;003;BIRAČKO MJESTO 3.  KRAJ-OSOJE-SUŠCI;O. Š. A. STARČEVIĆ  DICMO;DICMO KRAJ 42;903;680;678;660;18;396;32;71;32;81;48
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DICMO;004;BIRAČKO MJESTO 4. PRISOJE - SIČANE;O.Š. ANTE STARČEVIĆA DICMO;DICMO KRAJ 42;936;677;677;643;34;400;27;47;25;79;65
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;001;DUĆE-GOLUBINKA;"UGOSTITELJSKI OBJEKT ""SIDRO""";POLJIČKA CESTA - GOLUBINKA 35;792;303;303;288;15;123;16;47;28;34;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;002;DUĆE-ROGAČ;TURIST BIRO DUĆE U DUĆAMA;POLJIČKA CESTA, VAVLJE 2;766;334;334;308;26;123;22;35;38;56;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;003;DUGI RAT I;PROSTORIJE KUD-A DALMACIJA U DUGOM RATU;POLJIČKA CESTA 133;1119;562;562;530;32;198;31;75;85;96;45
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;004;DUGI RAT II;PROSTORIJE OPĆINE DUGI RAT U DUGOM RATU;POLJIČKI TRG 1;1212;620;619;587;32;235;27;77;93;104;51
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;005;ORIJ I MALI RAT;"OSNOVNA ŠKOLA ""JESENICE"" U ORIJU";ĐAČKI PUT 10;765;380;380;353;27;157;20;36;41;58;41
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;006;SUMPETAR I SUHI POTOK;PRIZEMLJE ZGRADE DJEČJEG VRTIĆA U SUMPETRU;PUT SV.ROKA 6;841;402;402;380;22;187;31;41;45;52;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGI RAT;007;KRILO I BAJNICE;PROSTOR HRVATSKE UDRUGE PRIVATNIH BRODARA;SV. NIKOLA 2, KRILO JESENICE;1032;593;593;556;37;303;26;46;57;80;44
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;001;BIRAČKO MJESTO 1. KOPRIVNO;OBITELJSKA KUĆA VLADE ŠAMADAN;KOPRIVNO,ULICA SVIH SVETIH 3;241;153;153;146;7;90;2;8;10;13;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;002;BIRAČKO MJESTO 2. DUGOPOLJE;KUĆA MILJENKA BALIĆA;DOMOVINSKOG RATA 67, DUGOPOLJE;1264;775;775;734;41;462;37;60;88;56;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;003;BIRAČKO MJESTO 3. DUGOPOLJE;DOM KULTURE;TRG F.TUĐMANA 1 DUGOPOLJE;814;501;501;482;19;303;19;38;66;36;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;004;BIRAČKO MJESTO 4. DUGOPOLJE;KUĆA DAVORA PERIŠIĆA;DOMOVINSKOG RATA 189 DUGOPOLJE;746;444;444;428;16;294;17;23;45;32;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;005;BIRAČKO MJESTO 5. KOTLENICE;PODRUČNA ŠKOLA KOTLENICE;SOLINSKA 14;129;98;98;94;4;62;8;10;4;4;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;DUGOPOLJE;006;BIRAČKO MJESTO 6. LISKA;ZGRADA OPĆINE LISKA;ULICA SV. LUKE 30;56;50;50;50;0;41;0;0;1;3;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;GRADAC;001;DRVENIK;ZGRADA PODRUČNE PUČKE ŠKOLE DRVENIK;DONJA VALA 129, DRVENIK;495;326;326;315;11;66;3;21;69;149;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;GRADAC;002;ZAOSTROG;PROSTORIJE TURISTIČKE ZAJEDNICE;ZAOSTROG, FRA A.K. MIOŠIĆA 1;355;187;187;179;8;81;3;1;50;39;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;GRADAC;003;PODACA;MJESNI ODBOR;TRG A. STARČEVIĆA 1;666;228;228;219;9;107;3;8;57;29;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;GRADAC;004;BRIST;PUČKA ŠKOLA;SLAKOVAC 9;370;230;230;223;7;84;3;11;66;57;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;GRADAC;005;GRADAC;PROSTORIJA DRUŠTVENOG DOMA GRADAC;TRG HRVATSKOG PREPORODA 3;1178;628;628;588;40;153;11;32;222;148;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;001;BIRAČKO MJESTO 1. HRVACE;KUĆA ANĐE KEKEZ;HRVACE 67 A (KOD RESTORANA JANKOVIĆ);522;300;300;288;12;210;4;30;5;8;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;002;BIRAČKO MJESTO 2. HRVACE;"OŠ ""DINKA ŠIMUNOVIĆA""";HRVACE;823;426;426;413;13;303;7;44;19;7;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;003;BIRAČKO MJESTO 3. BITELIĆ;OŠ BITELIĆ;BITELIĆ;460;211;211;203;8;134;3;20;22;3;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;004;BIRAČKO MJESTO 4. RUMIN;KUĆA MARKA BULJANA;RUMIN;164;129;129;127;2;96;5;3;6;6;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;005;BIRAČKO MJESTO 5. VUČIPOLJE;STARA OŠ U VUČIPOLJU;VUČIPOLJE;157;83;83;82;1;66;2;6;1;2;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;006;BIRAČKO MJESTO 6. POTRAVLJE;OŠ POTRAVLJE;POTRAVLJE;593;287;287;276;11;192;5;23;7;7;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;007;BIRAČKO MJESTO 7. SATRIĆ;PROSTORIJE MO SATRIĆ;SATRIĆ;392;191;191;186;5;109;12;10;19;5;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;HRVACE;008;BIRAČKO MJESTO 8. MALJKOVO;PROSTORIJE MJESNOG ODBORA;MALJKOVO;78;41;41;39;2;35;0;2;1;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;001;JELSA;OPĆINSKI DOM U JELSI;JELSA 404;855;590;589;551;38;264;19;34;140;63;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;002;JELSA;OPĆINSKI DOM U JELSI;JELSA, TRG TOME GAMULINA 1;795;509;509;470;39;197;13;29;124;71;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;003;SVIRČE;"PROSTORIJE ""PZ SVIRČE""";SVIRČE;384;236;236;224;12;129;9;13;42;17;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;004;VRISNIK;ČITAONICA;VRISNIK;174;103;103;99;4;39;3;3;32;13;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;005;PITVE;SELJAČKI DOM U PITVAMA;PITVE;83;44;44;41;3;25;3;4;7;2;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;006;ZAVALA;ZADRUŽNI DOM U ZAVALI;ZAVALA;200;116;116;105;11;33;5;7;41;16;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;007;VRBOSKA;DOM KULTURE;VRBOSKA;594;368;367;340;27;140;13;24;106;28;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;008;POLJICA;"PROSTORIJE ""PZ POLJICA""";POLJICA;58;42;42;41;1;9;3;8;19;1;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;009;ZASTRAŽIŠĆE;"PROSTORIJE ""PZ ZASTRAŽIŠĆE""";ZASTRAŽIŠĆE;190;111;111;109;2;44;6;9;26;11;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;JELSA;010;GDINJ;PROSTORIJE TURISTIČKOG UREDA;GDINJ;183;96;96;91;5;38;6;2;20;16;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;001;BIRAČKO MJESTO 1. KLIS-VAROŠ;MJESNI ODBOR  KLIS-VAROŠ;KNEZA TRPIMIRA 229;353;210;210;203;7;129;7;20;11;13;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;002;BIRAČKO MJESTO 2. KLIS-DONJA RUPOTINA;PROSTORIJE MJESNOG ODBORA DONJA RUPOTINA;KNEZA TRPIMIRA 90;1320;465;465;440;25;201;20;42;61;55;61
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;003;BIRAČKO MJESTO 3. KLIS-BRDO;OŠ. PETAR KRUŽIĆ;VJEKOSLAVA PARAĆA 7;274;140;140;137;3;91;5;9;13;13;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;004;BIRAČKO MJESTO 4. KLIS - MEGDAN;"DOM KULTURE ""JOZO BULIGA""";IZA GRADA 2;379;221;221;208;13;120;5;16;38;13;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;005;BIRAČKO MJESTO 5. KLIS - KOSA;"DOM KULTURE ""ZDRAVKO UVODIĆ""";SV. JURE 48;371;166;166;156;10;82;4;14;35;8;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;006;BIRAČKO MJESTO 6. KLIS - OZRNA;"PROSTORIJE LOVAČKE UDRUGE ""SVEČURJE""";STARE RERE 34;118;76;76;74;2;42;1;3;13;14;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;007;BIRAČKO MJESTO 7. KONJSKO;MO KONJSKO;DOMOVINSKOG RATA 45;237;113;113;106;7;68;2;11;10;5;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;008;BIRAČKO MJESTO 8. BROČANAC;MO BROČANAC;DOMOVINSKOG RATA 146;163;75;75;75;0;58;2;2;10;2;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;009;BIRAČKO MJESTO 9. DUGOBABE;MO DUGOBABE;DOMOVINSKOG RATA 168;108;59;59;57;2;45;1;3;1;0;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;010;BIRAČKO MJESTO 10. VUČEVICA;MO VUČEVICA;ZVONIMIROVA 5;46;20;20;20;0;18;0;0;1;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;011;BIRAČKO MJESTO 11. KORUŠCE;PROSTORIJE MJESNOG ODBORA KORUŠCE;PUT ŠKOLE 13;75;27;27;26;1;24;0;0;1;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;012;BIRAČKO MJESTO 12. BRŠTANOVO;MO BRŠTANOVO;HRVATSKIH VELIKANA 12;231;121;121;117;4;94;2;10;4;2;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;013;BIRAČKO MJESTO 13. NISKO;MO NISKO;HRVATSKIH VELIKANA 88;176;86;86;85;1;74;2;1;1;3;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;014;BIRAČKO MJESTO 14. PRUGOVO;MO PRUGOVO;IVANA PAVLA II 100;476;169;169;160;9;118;6;13;4;15;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LEĆEVICA;001;BIRAČKO MJESTO BR. 1 -  DIVOJEVIĆI;MJESNI ODBOR DIVOJEVIĆI;DIVOJEVIĆI, ULICA SV. IVAN 65;44;35;35;35;0;26;1;1;2;2;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LEĆEVICA;002;BIRAČKO MJESTO BR. 2 - KLADNJICE;MJESNI DOM;KLADNJICE, ULICA HRVATSKIH DRAGOVOLJACA 62;159;108;108;107;1;83;5;0;1;0;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LEĆEVICA;003;BIRAČKO MJESTO BR. 3 - LEĆEVICA;OŠ LEĆEVICA;LEĆEVICA, ULICA HRVATSKIH MUČENIKA 9;160;108;108;101;7;67;3;9;6;1;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LEĆEVICA;004;BIRAČKO MJESTO BR. 4 - RADOŠIĆ;MJESNI ODBOR RADOŠIĆ;RADOŠIĆ, ULICA ANTE KUŽIĆA 142;153;94;94;92;2;59;2;3;8;5;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOKVIČIĆI;001;BERINOVAC;"""PIPLIČINA KUĆA""";BERINOVAC;163;45;45;41;4;37;0;1;3;0;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOKVIČIĆI;002;KLJENOVAC;OSNOVNA ŠKOLA KLJENOVAC;KLJENOVAC;193;72;72;68;4;61;0;5;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOKVIČIĆI;003;LOKVIČIĆI;OPĆINSKA ZGRADA;LOKVIČIĆI;69;18;18;18;0;14;0;3;0;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOKVIČIĆI;004;DOLIĆA DRAGA;OSNOVNA ŠKOLA;DOLIĆA DRAGA;337;111;111;110;1;84;1;14;8;1;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOVREĆ;001;LOVREĆ;OŠ  S.S. KRANJČEVIĆ;LOVREĆ;549;347;347;332;15;211;15;24;4;9;69
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOVREĆ;002;DOBRINČE;PODRUČNA ŠKOLA DOBRINČE;DOBRINČE;165;102;102;91;11;45;1;30;1;7;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOVREĆ;003;MEDOV DOLAC;PODRUČNA ŠKOLA MEDOV DOLAC;MEDOV DOLAC;115;82;82;79;3;38;0;9;0;2;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOVREĆ;004;OPANCI;"OŠ ""S.S. KRANJČEVIĆ""";OPANCI;281;197;197;192;5;102;1;23;2;6;58
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOVREĆ;005;STUDENCI;OSNOVNA ŠKOLA STUDENCI;STUDENCI;475;277;277;260;17;173;5;42;6;8;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;001;BIRAČKO MJESTO 1. MARINA;OSNOVNA ŠKOLA IVAN DUKNOVIĆ;DON FRANE MACANOVIĆA 1, MARINA;1080;546;546;515;31;161;40;37;116;136;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;002;BIRAČKO MJESTO 2. SVINCA;MJESNI DOM;SVINCA BB;109;85;85;81;4;41;3;4;8;22;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;003;BIRAČKO MJESTO 3. GORNJE VINIŠĆE;PROSTOR MJESNOG ODBORA DUBRAVE;DUBRAVE BB;147;72;72;69;3;43;4;3;12;5;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;004;BIRAČKO MJESTO 4. DONJE VINIŠĆE;MJESNI DOM;VINIŠĆE;603;286;286;275;11;131;24;15;68;31;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;005;BIRAČKO MJESTO 5. SEVID;ZGRADA MJESNOG ODBORA - NOVA;SEVID;305;137;137;128;9;60;7;10;27;14;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;006;BIRAČKO MJESTO 6. VRSINE;PROSTOR PODRUČNE OSNOVNE ŠKOLE IVAN DUKNOVIĆ MARINA;VRSINE, VRSINSKA CESTA 7;307;206;206;181;25;65;32;12;27;39;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;007;BIRAČKO MJESTO 7. POLJICA;"""RESTORAN KAČINA""";POLJICA, OBALA 145;662;360;360;332;28;116;36;24;73;62;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;008;BIRAČKO MJESTO 8. NAJEVI;MJESNI DOM;NAJEVI BB;40;25;25;24;1;17;0;0;4;3;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;009;BIRAČKO MJESTO 9. GUSTIRNA;OŠ IVAN DUKNOVIĆ PODRUČNA ŠKOLA GUSTIRNA;GUSTIRNA, GUSTIRNA III 17;317;191;191;168;23;72;12;10;39;28;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;010;BIRAČKO MJESTO 10. DOGRADE;MJESNI DOM;DOGRADE BB;172;97;97;89;8;39;6;10;17;16;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;011;BIRAČKO MJESTO 11. POZORAC;DJEČJI VRTIĆ KRIJESNICA;POZORAC, POZORAC 4;133;70;70;68;2;26;6;9;10;13;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;012;BIRAČKO MJESTO 12. BLIZNA GORNJA;MJESNI DOM;BLIZNA GORNJA;77;53;53;50;3;21;3;2;3;15;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;013;BIRAČKO MJESTO 13. BLIZNA DONJA;OŠ BLIZNA DONJA;BLIZNA DONJA;205;137;137;129;8;37;5;14;5;61;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;014;BIRAČKO MJESTO 14. MITLO;MJESNI DOM;MITLO BB;57;40;40;39;1;5;1;12;5;16;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;015;BIRAČKO MJESTO 15. VINOVAC;MJESNI DOM;VINOVAC BB;64;44;44;44;0;10;5;0;9;11;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;016;BIRAČKO MJESTO 16. RASTOVAC;MJESNI DOM;RASTOVAC, PODBOBOVAC 8;80;60;60;57;3;26;1;1;13;13;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MILNA;001;MILNA;OSNOVNA ŠKOLA MILNA;MILNA, ŽALO;925;562;562;533;29;223;19;40;198;35;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MILNA;002;LOŽIŠĆE;ZADRUŽNI DOM;LOŽIŠĆA;236;141;141;126;15;39;13;5;43;16;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;001;BIRAČKO MJESTO 1.NEORIĆ;OŠ NEORIĆ-SUTINA;NEORIĆ, NEORIĆ 43;726;341;341;323;18;165;34;29;47;25;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;002;BIRAČKO MJESTO 2. SUTINA;PROSTORIJE BRATSKE KUĆE SUTINA;SUTINA,CESTA NEORIĆ 1;268;122;122;114;8;72;13;14;8;3;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;003;BIRAČKO MJESTO 3. GIZDAVAC;PROSTORIJE DRUŠTVENOG DOMA;GIZDAVAC, SVETOG LUKE 12;91;34;34;34;0;20;6;1;3;3;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;004;BIRAČKO MJESTO 4. DONJI MUĆ;OŠ KNEZA BRANAIMIRA;DONJI MUĆ 218;463;255;255;230;25;105;20;13;17;11;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;005;BIRAČKO MJESTO 5. GORNJI MUĆ;PROSTORIJE OŠ KNEZ BRANIMIR;GORNJI MUĆ, BEBIĆI 2;396;158;158;150;8;81;23;9;17;5;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;006;BIRAČKO MJESTO 6. CRIVAC;OŠ BRAĆE RADIĆ PODRUČNA ŠKOLA CRIVAC;CRIVAC, GORNJE POLJE 9;289;142;142;135;7;45;12;10;4;9;55
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;007;BIRAČKO MJESTO 7. DONJE OGORJE;DRUŠTVENI DOM;DONJE OGORJE , RAĐE 3;404;183;183;168;15;72;40;10;5;4;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;008;BIRAČKO MJESTO 8. BRAČEVIĆI;DRUŠTVENI DOM;BRAČEVIĆ, KROZ BRAČEVIĆ 15;146;43;43;41;2;10;11;6;1;4;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;009;BIRAČKO MJESTO 9 GORNJE POSTINJE;DRUŠTVENI DOM;GORNJE POSTINJE, GORNJE POSTINJE 48;184;117;117;100;17;40;9;7;10;8;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;010;BIRAČKO MJESTO 10. RAMLJANE;DRUŠTVENI DOM;RAMLJANE, KROZ RAMLJANE 17;112;36;36;35;1;14;5;3;0;5;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;NEREŽIŠĆA;001;NEREŽIŠĆA;"GALERIJA  ""NEREŽIŠĆA""";TRG SVETOG PETRA 1, NEREŽIŠĆA;586;420;420;383;37;182;11;32;111;31;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;NEREŽIŠĆA;002;DONJI HUMAC;HRVATSKI DOM RETOND;DONJI HUMAC 15;164;108;108;100;8;45;5;12;24;12;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;NEREŽIŠĆA;003;DRAČEVICA;"DRUŠTVENI DOM ""GOLUBIJERA""";DRAČEVICA 100;86;46;46;43;3;15;2;7;13;5;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OKRUG;001;BIRAČKO MJESTO BROJ 1. OKRUG DONJI;MJESNI ODBOR (POŠTA);PUT RUDEJA 1;273;123;123;118;5;32;9;7;56;11;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OKRUG;002;BIRAČKO MJESTO BROJ 2. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARČICE 24 B;890;473;469;443;26;199;39;30;71;75;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OKRUG;003;BIRAČKO MJESTO BROJ 3. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARČICE 24 B;867;380;380;363;17;147;18;21;82;66;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OKRUG;004;BIRAČKO MJESTO BROJ 4. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARČICE 24 B;929;331;328;315;13;143;17;17;70;45;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OKRUG;005;BIRAČKO MJESTO BROJ 5. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARČICE 24 B;954;413;411;383;28;149;35;28;66;69;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OTOK;001;BIRAČKO MJESTO 1. GALA;OŠ IVAN MAŽURANIĆ - PODRUČNA ŠKOLA GALA;GALA;807;423;423;403;20;245;23;44;23;28;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OTOK;002;BIRAČKO MJESTO 2. GORNJI OTOK;OŠ KAMEŠNICA U OTOKU;GORNJI OTOK;1727;1079;1076;1023;53;628;69;126;39;55;106
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OTOK;003;BIRAČKO MJESTO 3. UDOVIČIĆI;OŠ KAMEŠNICA - PODRUČNA ŠKOLA UDOVIČIĆI;UDOVIČIĆI;324;212;212;193;19;109;5;17;35;13;14
