Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;TOMISLAV TOMAŠEVIÆ;MIROSLAV ŠKORO
21;GRAD ZAGREB;grad;GRAD ZAGREB;459;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAÈKOG;ŠPANSKO 1;1317;575;575;558;17;328;230
21;GRAD ZAGREB;grad;GRAD ZAGREB;460;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAÈKOG;ŠPANSKO 1;1326;593;593;584;9;379;205
21;GRAD ZAGREB;grad;GRAD ZAGREB;461;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAÈKOG;ŠPANSKO 1;1358;660;660;641;19;462;179
21;GRAD ZAGREB;grad;GRAD ZAGREB;462;ŠPANSKO-SJEVER;PROSTORIJE MJESNOG ODBORA;TRG IVANA KUKULJEVIÆA 9;1256;660;660;651;9;446;205
21;GRAD ZAGREB;grad;GRAD ZAGREB;463;ŠPANSKO-SJEVER;DJEÈJI VRTIÆ MALEŠNICA-PODRUÈNI OBJEKT;ULICA DOBRIŠE CESARIÆA 4;1017;494;494;481;13;340;141
21;GRAD ZAGREB;grad;GRAD ZAGREB;464;ŠPANSKO-SJEVER;DJEÈJI VRTIÆ MALEŠNICA-PODRUÈNI OBJEKT;ULICA DOBRIŠE CESARIÆA 4;981;484;484;475;9;331;144
21;GRAD ZAGREB;grad;GRAD ZAGREB;465;ŠPANSKO-SJEVER;DJEÈJI VRTIÆ MALEŠNICA-PODRUÈNI OBJEKT;ULICA DOBRIŠE CESARIÆA 4;1012;482;482;474;8;303;171
21;GRAD ZAGREB;grad;GRAD ZAGREB;466;ŠPANSKO-SJEVER;OŠ ANTE KOVAÈIÆA;KOTARNICA 17;1289;604;604;597;7;381;216
21;GRAD ZAGREB;grad;GRAD ZAGREB;467;ŠPANSKO-SJEVER;OŠ ANTE KOVAÈIÆA;KOTARNICA 17;1406;709;708;693;15;421;272
21;GRAD ZAGREB;grad;GRAD ZAGREB;468;ŠPANSKO-SJEVER;OŠ ANTE KOVAÈIÆA;KOTARNICA 17;1273;622;622;606;16;405;201
21;GRAD ZAGREB;grad;GRAD ZAGREB;469;ŠPANSKO-SJEVER;OŠ ANTE KOVAÈIÆA;KOTARNICA 17;1338;598;598;585;13;374;211
21;GRAD ZAGREB;grad;GRAD ZAGREB;470;VRAPÈE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA ULICA 80B;1139;457;457;447;10;279;168
21;GRAD ZAGREB;grad;GRAD ZAGREB;471;VRAPÈE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA ULICA 80B;1224;471;471;461;10;282;179
21;GRAD ZAGREB;grad;GRAD ZAGREB;472;VRAPÈE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA ULICA 80B;1127;471;471;459;12;283;176
21;GRAD ZAGREB;grad;GRAD ZAGREB;473;VRAPÈE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA ULICA 80B;1125;411;411;401;10;287;114
21;GRAD ZAGREB;grad;GRAD ZAGREB;474;VRAPÈE-JUG;DJEÈJI VRTIÆ ŠPANSKO-PODRUÈNI OBJEKT;VI. ORANIÈKI ODVOJAK 4;877;436;436;429;7;313;116
21;GRAD ZAGREB;grad;GRAD ZAGREB;475;VRAPÈE-JUG;DJEÈJI VRTIÆ ŠPANSKO-PODRUÈNI OBJEKT;VI. ORANIÈKI ODVOJAK 4;891;448;448;438;10;325;113
21;GRAD ZAGREB;grad;GRAD ZAGREB;476;GAJNICE;OŠ DRAGUTINA DOMJANIÆA;GAJNICE 31;1367;661;661;648;13;494;154
21;GRAD ZAGREB;grad;GRAD ZAGREB;477;GAJNICE;OŠ DRAGUTINA DOMJANIÆA;GAJNICE 31;1390;649;649;640;9;465;175
21;GRAD ZAGREB;grad;GRAD ZAGREB;478;GAJNICE;OŠ DRAGUTINA DOMJANIÆA;GAJNICE 31;1370;608;608;597;11;421;176
21;GRAD ZAGREB;grad;GRAD ZAGREB;479;GAJNICE;PROSTORIJE MJESNOG ODBORA;ARGENTINSKA ULICA 5;956;394;394;389;5;285;104
21;GRAD ZAGREB;grad;GRAD ZAGREB;480;GAJNICE;CENTAR ZA KULTURU I OBRAZOVANJE SUSEDGRAD-DVORANA;ARGENTINSKA ULICA 5;987;447;447;438;9;323;115
21;GRAD ZAGREB;grad;GRAD ZAGREB;481;GAJNICE;PODRUÈNI URED SUSEDGRAD;SIGETJE 2;1298;624;624;612;12;436;176
21;GRAD ZAGREB;grad;GRAD ZAGREB;482;GORNJE VRAPÈE;OŠ GORNJE VRAPÈE;VRAPÈANSKA ULICA 188;1276;518;518;507;11;344;163
21;GRAD ZAGREB;grad;GRAD ZAGREB;483;GORNJE VRAPÈE;OŠ GORNJE VRAPÈE;VRAPÈANSKA ULICA 188;1250;507;507;500;7;345;155
21;GRAD ZAGREB;grad;GRAD ZAGREB;484;GORNJE VRAPÈE;OŠ GORNJE VRAPÈE;VRAPÈANSKA ULICA 188;1236;500;500;494;6;327;167
21;GRAD ZAGREB;grad;GRAD ZAGREB;485;GORNJI STENJEVEC;PROSTORIJE MJESNOG ODBORA;DUBRAVICA 109A;1498;652;652;636;16;442;194
21;GRAD ZAGREB;grad;GRAD ZAGREB;486;GORNJI STENJEVEC;PROSTORIJE MJESNOG ODBORA;DUBRAVICA 109A;1414;580;580;573;7;383;190
21;GRAD ZAGREB;grad;GRAD ZAGREB;487;PERJAVICA-BORÈEC;OŠ STENJEVEC;BOLNIÈKA CESTA 92;1553;673;673;654;19;438;216
21;GRAD ZAGREB;grad;GRAD ZAGREB;488;PERJAVICA-BORÈEC;OŠ DRAGUTINA TADIJANOVIÆA;BOLNIÈKA CESTA 60A;1229;594;594;580;14;403;177
21;GRAD ZAGREB;grad;GRAD ZAGREB;489;PERJAVICA-BORÈEC;OŠ DRAGUTINA TADIJANOVIÆA;BOLNIÈKA CESTA 60A;1260;611;611;597;14;479;118
21;GRAD ZAGREB;grad;GRAD ZAGREB;490;PERJAVICA-BORÈEC;OŠ DRAGUTINA TADIJANOVIÆA;BOLNIÈKA CESTA 60A;1297;606;606;589;17;400;189
21;GRAD ZAGREB;grad;GRAD ZAGREB;491;PERJAVICA-BORÈEC;PROSTORIJE MJESNOG ODBORA;MEDPOTOKI 32;1166;488;488;475;13;353;122
21;GRAD ZAGREB;grad;GRAD ZAGREB;492;PERJAVICA-BORÈEC;PROSTORIJE MJESNOG ODBORA;MEDPOTOKI 32;1035;438;438;432;6;277;155
21;GRAD ZAGREB;grad;GRAD ZAGREB;493;PODSUSED;PROSTORIJE MJESNOG ODBORA;DUBRAVICA 109A;622;201;201;201;0;140;61
21;GRAD ZAGREB;grad;GRAD ZAGREB;494;PODSUSED;PROSTORIJE MJESNOG ODBORA;DOMSKA ULICA 1;498;188;188;186;2;96;90
21;GRAD ZAGREB;grad;GRAD ZAGREB;495;PODSUSED;OŠ BANA JOSIPA JELAÈIÆA;PODGRADSKI ODVOJAK 1;1058;481;481;478;3;311;167
21;GRAD ZAGREB;grad;GRAD ZAGREB;496;PODSUSED;OŠ BANA JOSIPA JELAÈIÆA;PODGRADSKI ODVOJAK 1;1066;433;433;424;9;309;115
21;GRAD ZAGREB;grad;GRAD ZAGREB;497;PODSUSED;OŠ BANA JOSIPA JELAÈIÆA;PODGRADSKI ODVOJAK 1;1097;419;419;404;15;274;130
21;GRAD ZAGREB;grad;GRAD ZAGREB;498;PODSUSED;OŠ BANA JOSIPA JELAÈIÆA;PODGRADSKI ODVOJAK 1;1091;497;497;486;11;350;136
21;GRAD ZAGREB;grad;GRAD ZAGREB;499;STENJEVEC-SJEVER;PROSTORIJE MJESNOG ODBORA;CRNOJEZERSKA ULICA 20;1419;664;664;655;9;413;242
21;GRAD ZAGREB;grad;GRAD ZAGREB;500;STENJEVEC-SJEVER;PROSTORIJE MJESNOG ODBORA;CRNOJEZERSKA ULICA 20;1405;569;569;556;13;404;152
21;GRAD ZAGREB;grad;GRAD ZAGREB;501;STENJEVEC-SJEVER;PROSTORIJE MJESNOG ODBORA;ULICA KERESTINEÈKIH ŽRTAVA 31;1459;646;646;636;10;451;185
21;GRAD ZAGREB;grad;GRAD ZAGREB;502;STENJEVEC-SJEVER;PROSTORIJE MJESNOG ODBORA;ULICA KERESTINEÈKIH ŽRTAVA 31;1441;669;669;653;16;456;197
21;GRAD ZAGREB;grad;GRAD ZAGREB;503;VRAPÈE CENTAR;OŠ GROFA JANKA DRAŠKOVIÆA;VRAPÈANSKA ULICA 7;1372;562;562;553;9;382;171
21;GRAD ZAGREB;grad;GRAD ZAGREB;504;VRAPÈE CENTAR;OŠ GROFA JANKA DRAŠKOVIÆA;VRAPÈANSKA ULICA 7;1328;524;523;514;9;324;190
21;GRAD ZAGREB;grad;GRAD ZAGREB;505;VRAPÈE CENTAR;OŠ GROFA JANKA DRAŠKOVIÆA;VRAPÈANSKA ULICA 7;1337;564;564;553;11;395;158
21;GRAD ZAGREB;grad;GRAD ZAGREB;506;VRAPÈE CENTAR;OŠ GROFA JANKA DRAŠKOVIÆA;VRAPÈANSKA ULICA 7;1357;580;580;568;12;359;209
21;GRAD ZAGREB;grad;GRAD ZAGREB;507;VRAPÈE CENTAR;OŠ GROFA JANKA DRAŠKOVIÆA;VRAPÈANSKA ULICA 7;1355;573;573;567;6;393;174
21;GRAD ZAGREB;grad;GRAD ZAGREB;508;GRAÈANI;OŠ GRAÈANI;GRAÈANI 4A;1353;685;685;672;13;358;314
21;GRAD ZAGREB;grad;GRAD ZAGREB;509;GRAÈANI;OŠ GRAÈANI;GRAÈANI 4A;1353;662;661;641;20;369;272
21;GRAD ZAGREB;grad;GRAD ZAGREB;510;GRAÈANI;OŠ GRAÈANI;GRAÈANI 4A;1354;633;633;623;10;293;330
21;GRAD ZAGREB;grad;GRAD ZAGREB;511;GRAÈANI;OŠ GRAÈANI;GRAÈANI 4A;1372;643;643;634;9;349;285
21;GRAD ZAGREB;grad;GRAD ZAGREB;512;MARKUŠEVEC;OŠ MARKUŠEVEC;MARKUŠEVEÈKA CESTA 160;1333;601;601;578;23;302;276
21;GRAD ZAGREB;grad;GRAD ZAGREB;513;MARKUŠEVEC;OŠ MARKUŠEVEC;MARKUŠEVEÈKA CESTA 160;1319;555;555;542;13;278;264
21;GRAD ZAGREB;grad;GRAD ZAGREB;514;MARKUŠEVEC;OŠ MARKUŠEVEC;MARKUŠEVEÈKA CESTA 160;1327;587;587;571;16;288;283
21;GRAD ZAGREB;grad;GRAD ZAGREB;515;MARKUŠEVEC;OŠ MARKUŠEVEC, PODRUÈNA ŠKOLA BAÈUN;MARKUŠEVEÈKA CESTA 38;736;321;321;313;8;143;170
21;GRAD ZAGREB;grad;GRAD ZAGREB;516;MARKUŠEVEC;DRUŠTVENI DOM BIDROVEC;BIDROVEÈKA CESTA 30;904;444;443;432;11;218;214
21;GRAD ZAGREB;grad;GRAD ZAGREB;517;MLINOVI;PROSTORIJE MJESNOG ODBORA;JAHORINSKA ULICA 5;801;410;410;402;8;245;157
21;GRAD ZAGREB;grad;GRAD ZAGREB;518;MLINOVI;PROSTORIJE MJESNOG ODBORA;JAHORINSKA ULICA 5;845;437;437;429;8;279;150
21;GRAD ZAGREB;grad;GRAD ZAGREB;519;ŠESTINE;PROSTORIJE MJESNOG ODBORA;ŠESTINSKI TRG 10;1521;708;708;692;16;449;243
21;GRAD ZAGREB;grad;GRAD ZAGREB;520;ŠESTINE;PROSTORIJE MJESNOG ODBORA;ŠESTINSKI TRG 10;1490;732;732;710;22;445;265
21;GRAD ZAGREB;grad;GRAD ZAGREB;521;VIDOVEC;OŠ MARKUŠEVEC - PODRUÈNA ŠKOLA VIDOVEC;VIDOVEC 51;930;417;417;404;13;188;216
21;GRAD ZAGREB;grad;GRAD ZAGREB;522;ADAMOVEC;PROSTORIJE MJESNOG ODBORA;ULICA KNEZA ADAMA 1;729;270;270;262;8;151;111
21;GRAD ZAGREB;grad;GRAD ZAGREB;523;BELOVAR;VATROGASNI DOM BELOVAR;VARAŽDINSKA ULICA 36;414;155;155;152;3;69;83
21;GRAD ZAGREB;grad;GRAD ZAGREB;524;BLAGUŠA;VATROGASNI DOM;BLAGUŠKA ULICA 63;535;198;198;195;3;131;64
21;GRAD ZAGREB;grad;GRAD ZAGREB;525;BUDENEC;PROSTORIJE MJESNOG ODBORA;BUDENEÈKA CESTA 20A;350;127;127;117;10;56;61
21;GRAD ZAGREB;grad;GRAD ZAGREB;526;CENTAR;PODRUÈNI URED SESVETE;TRG DRAGUTINA DOMJANIÆA 4;1263;477;477;466;11;280;186
21;GRAD ZAGREB;grad;GRAD ZAGREB;527;CERJE-SESVETE;OŠ SESVETSKI KRALJEVEC - PODRUÈNA ŠKOLA CERJE;PODOLNICA 8;358;165;165;161;4;88;73
21;GRAD ZAGREB;grad;GRAD ZAGREB;528;DOBRODOL;PROSTORIJE MJESNOG ODBORA;DOBRODOLSKA CESTA 24;1423;588;587;571;16;305;266
21;GRAD ZAGREB;grad;GRAD ZAGREB;529;DRENÈEC;PROSTORIJE MJESNOG ODBORA;ULICA SLOBODE 8;122;47;47;47;0;18;29
21;GRAD ZAGREB;grad;GRAD ZAGREB;530;DUMOVEC;PROSTORIJE MJESNOG ODBORA;ULICA VINKA SEDINIÆA 30A;884;316;316;311;5;124;187
21;GRAD ZAGREB;grad;GRAD ZAGREB;531;ÐURÐEKOVEC;PROSTORIJE MJESNOG ODBORA;GLAVNA CESTA 35A;636;231;231;225;6;128;97
21;GRAD ZAGREB;grad;GRAD ZAGREB;532;GAJEC;PROSTORIJE MJESNOG ODBORA;ULICA STJEPANA VOJNOVIÆA 22;277;107;107;101;6;48;53
21;GRAD ZAGREB;grad;GRAD ZAGREB;533;GAJIŠÆE;OŠ SESVETE;ULICA IVANA GORANA KOVAÈIÆA 19;1256;561;561;550;11;242;308
21;GRAD ZAGREB;grad;GRAD ZAGREB;534;GAJIŠÆE;OŠ SESVETE;ULICA IVANA GORANA KOVAÈIÆA 19;1253;511;511;502;9;222;280
21;GRAD ZAGREB;grad;GRAD ZAGREB;535;GAJIŠÆE;OŠ SESVETE;ULICA IVANA GORANA KOVAÈIÆA 19;1221;497;497;491;6;272;219
21;GRAD ZAGREB;grad;GRAD ZAGREB;536;GAJIŠÆE;OŠ SESVETE;ULICA IVANA GORANA KOVAÈIÆA 19;1262;590;590;580;10;273;307
21;GRAD ZAGREB;grad;GRAD ZAGREB;537;GAJIŠÆE;OŠ SESVETE;ULICA IVANA GORANA KOVAÈIÆA 19;1270;503;502;491;11;243;248
21;GRAD ZAGREB;grad;GRAD ZAGREB;538;GAJIŠÆE;OŠ SESVETE;ULICA IVANA GORANA KOVAÈIÆA 19;1291;585;585;578;7;281;297
21;GRAD ZAGREB;grad;GRAD ZAGREB;539;GLAVNICA DONJA;OŠ IVANA GRANÐE - PODRUÈNA ŠKOLA GLAVNICA DONJA;GLAVNIÈKA CESTA 26;563;207;207;200;7;111;89
21;GRAD ZAGREB;grad;GRAD ZAGREB;540;GLAVNICA GORNJA;PROSTORIJE MJESNOG ODBORA;GAJEVA ULICA 60;215;79;79;76;3;35;41
21;GRAD ZAGREB;grad;GRAD ZAGREB;541;GLAVNIÈICA;PROSTORIJE MJESNOG ODBORA;GLAVNIÈICA 6;172;72;72;70;2;41;29
21;GRAD ZAGREB;grad;GRAD ZAGREB;542;GORANEC;PROSTORIJE MJESNOG ODBORA;KAMENŠÈICA 4;352;135;135;131;4;79;52
21;GRAD ZAGREB;grad;GRAD ZAGREB;543;JELKOVEC;PROSTORIJE MJESNOG ODBORA;FILIPOVIÆEVA ULICA 2;1138;432;431;412;19;182;230
21;GRAD ZAGREB;grad;GRAD ZAGREB;544;JESENOVEC;PROSTORIJE MJESNOG ODBORA;JESENOVEÈKA CESTA 31;348;100;100;95;5;42;53
21;GRAD ZAGREB;grad;GRAD ZAGREB;545;KAŠINA;PROSTORIJE MJESNOG ODBORA;CESTA IVANA MAŽURANIÆA 47;870;348;348;334;14;217;117
21;GRAD ZAGREB;grad;GRAD ZAGREB;546;KAŠINA;VATROGASNI DOM;CESTA IVANA MAŽURANIÆA 152;466;179;179;175;4;109;66
21;GRAD ZAGREB;grad;GRAD ZAGREB;547;KAŠINSKA SOPNICA;PROSTORIJE MJESNOG ODBORA;RUMAŠÈICA 5;204;83;83;78;5;33;45
21;GRAD ZAGREB;grad;GRAD ZAGREB;548;KOBILJAK;VATROGASNI DOM;KOBILJAÈKA CESTA 75;1408;511;511;495;16;214;281
21;GRAD ZAGREB;grad;GRAD ZAGREB;549;KOBILJAK;VATROGASNI DOM;KOBILJAÈKA CESTA 75;1413;502;502;491;11;265;226
21;GRAD ZAGREB;grad;GRAD ZAGREB;550;KRALJEVEÈKI NOVAKI;PROSTORIJE MJESNOG ODBORA;MESCI 24;2301;871;862;840;22;377;463
21;GRAD ZAGREB;grad;GRAD ZAGREB;551;KUÈILOVINA;PROSTORIJE MJESNOG ODBORA;KUÈILOVEÈKA CESTA 52;193;85;85;82;3;51;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;552;LUKA;OŠ LUKA-GLAVNI ULAZ;ULICA OTONA IVEKOVIÆA 16;1244;508;508;499;9;301;198
21;GRAD ZAGREB;grad;GRAD ZAGREB;553;LUKA;OŠ LUKA-GLAVNI ULAZ;ULICA OTONA IVEKOVIÆA 16;1257;532;532;511;21;309;202
21;GRAD ZAGREB;grad;GRAD ZAGREB;554;LUŽAN;PROSTORIJE MJESNOG ODBORA;ULICA AUGUSTA ŠENOE 46;617;252;252;247;5;115;132
21;GRAD ZAGREB;grad;GRAD ZAGREB;555;MORAVÈE;PROSTORIJE MJESNOG ODBORA;PRIGORSKA ULICA 80;579;169;169;163;6;82;81
21;GRAD ZAGREB;grad;GRAD ZAGREB;556;NOVI JELKOVEC;OŠ JELKOVEC;ULICA DRAGANA PLAMENCA 1;1167;445;445;427;18;204;223
21;GRAD ZAGREB;grad;GRAD ZAGREB;557;NOVI JELKOVEC;OŠ JELKOVEC;ULICA DRAGANA PLAMENCA 1;1163;426;426;418;8;200;218
21;GRAD ZAGREB;grad;GRAD ZAGREB;558;NOVI JELKOVEC;OŠ JELKOVEC;ULICA DRAGANA PLAMENCA 1;1189;458;458;439;19;222;217
21;GRAD ZAGREB;grad;GRAD ZAGREB;559;NOVI JELKOVEC;OŠ JELKOVEC;ULICA DRAGANA PLAMENCA 1;1220;525;525;512;13;264;248
21;GRAD ZAGREB;grad;GRAD ZAGREB;560;NOVI JELKOVEC;OŠ JELKOVEC;ULICA DRAGANA PLAMENCA 1;1207;503;503;495;8;236;259
21;GRAD ZAGREB;grad;GRAD ZAGREB;561;NOVO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;1019;466;466;461;5;243;218
21;GRAD ZAGREB;grad;GRAD ZAGREB;562;NOVO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;1020;474;474;463;11;244;219
21;GRAD ZAGREB;grad;GRAD ZAGREB;563;NOVO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;1019;425;425;412;13;188;224
21;GRAD ZAGREB;grad;GRAD ZAGREB;564;PARUŽEVINA;PROSTORIJE MJESNOG ODBORA;PARUŽEVINSKA CESTA 34;583;212;212;204;8;118;86
21;GRAD ZAGREB;grad;GRAD ZAGREB;565;PLANINA DONJA;OŠ VUGROVEC - KAŠINA - PODRUÈNA ŠKOLA PLANINA DONJA;ULICA 9. MAJA 4;492;160;160;155;5;104;51
21;GRAD ZAGREB;grad;GRAD ZAGREB;566;PLANINA GORNJA;PROSTORIJE MJESNOG ODBORA;SESVETSKA ULICA 19;191;88;88;85;3;66;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;567;POPOVEC;PROSTORIJE MJESNOG ODBORA;STROSSMAYEROV TRG 1;902;347;347;333;14;181;152
21;GRAD ZAGREB;grad;GRAD ZAGREB;568;PREKVRŠJE;OŠ VUGROVEC - KAŠINA - PODRUÈNA ŠKOLA PREKVRŠJE;PRIGORSKA ULICA 69A;775;289;289;286;3;186;100
21;GRAD ZAGREB;grad;GRAD ZAGREB;569;PREPUŠTOVEC;PROSTORIJE MJESNOG ODBORA;GLAVNA ULICA 2;279;98;98;93;5;67;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;570;SESVETSKA SELA;OŠ SESVETSKA SELA;LETNIÈKA ULICA 5;1420;548;548;532;16;177;355
21;GRAD ZAGREB;grad;GRAD ZAGREB;571;SESVETSKA SELA;OŠ SESVETSKA SELA;LETNIÈKA ULICA 5;1401;457;457;442;15;182;260
21;GRAD ZAGREB;grad;GRAD ZAGREB;572;SESVETSKA SELA;OŠ SESVETSKA SELA;LETNIÈKA ULICA 5;1414;542;542;538;4;224;314
21;GRAD ZAGREB;grad;GRAD ZAGREB;573;SESVETSKA SELNICA;PROSTORIJE MJESNOG ODBORA;SELNIÈKA ULICA 69;2024;682;682;670;12;188;482
21;GRAD ZAGREB;grad;GRAD ZAGREB;574;SESVETSKA SOPNICA;OŠ SESVETSKA SOPNICA;SOPNIÈKA ULICA 69;1337;458;458;444;14;243;201
21;GRAD ZAGREB;grad;GRAD ZAGREB;575;SESVETSKA SOPNICA;OŠ SESVETSKA SOPNICA;SOPNIÈKA ULICA 69;1400;520;520;510;10;213;297
21;GRAD ZAGREB;grad;GRAD ZAGREB;576;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA ULICA 10;1237;453;453;438;15;133;305
21;GRAD ZAGREB;grad;GRAD ZAGREB;577;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA ULICA 10;1320;447;447;444;3;185;259
21;GRAD ZAGREB;grad;GRAD ZAGREB;578;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA ULICA 10;1262;442;442;440;2;195;245
21;GRAD ZAGREB;grad;GRAD ZAGREB;579;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA ULICA 10;1327;513;513;503;10;267;236
21;GRAD ZAGREB;grad;GRAD ZAGREB;580;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA ULICA 10;1221;349;349;338;11;134;204
21;GRAD ZAGREB;grad;GRAD ZAGREB;581;SOBLINEC;OŠ IVANA GRANÐE;SOBLINEÈKA ULICA 68;1049;423;423;409;14;211;198
21;GRAD ZAGREB;grad;GRAD ZAGREB;582;STARO BRESTJE;OŠ LUKA-SESVETE;ULICA OTONA IVEKOVIÆA 16 JUŽNI ULAZ;1065;478;478;466;12;233;233
21;GRAD ZAGREB;grad;GRAD ZAGREB;583;STARO BRESTJE;OŠ LUKA-SESVETE;ULICA OTONA IVEKOVIÆA 16 JUŽNI ULAZ;1032;428;428;420;8;190;230
21;GRAD ZAGREB;grad;GRAD ZAGREB;584;STARO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;1326;549;549;538;11;228;310
21;GRAD ZAGREB;grad;GRAD ZAGREB;585;STARO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;1373;658;658;646;12;288;358
21;GRAD ZAGREB;grad;GRAD ZAGREB;586;STARO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;1368;520;520;508;12;219;289
21;GRAD ZAGREB;grad;GRAD ZAGREB;587;ŠAŠINOVEC;PROSTORIJE MJESNOG ODBORA;ULICA IVANA GRANÐE 58;574;205;205;198;7;117;81
21;GRAD ZAGREB;grad;GRAD ZAGREB;588;ŠIMUNÈEVEC;PROSTORIJE MJESNOG ODBORA;ŠIMUNÈEVEÈKA ULICA 12B;272;99;99;96;3;53;43
21;GRAD ZAGREB;grad;GRAD ZAGREB;589;VUGROVEC;PROSTORIJE MJESNOG ODBORA;ULICA AUGUSTA ŠENOE 51;1259;517;517;496;21;269;227
21;GRAD ZAGREB;grad;GRAD ZAGREB;590;VUGROVEC GORNJI;PROSTORIJE MJESNOG ODBORA;VUGROVEÈKA ULICA 33;301;129;129;122;7;76;46
21;GRAD ZAGREB;grad;GRAD ZAGREB;591;VURNOVEC;PROSTORIJE MJESNOG ODBORA;VURNOVEÈKA ULICA 11;185;79;79;77;2;48;29
21;GRAD ZAGREB;grad;GRAD ZAGREB;592;ŽERJAVINEC;PROSTORIJE MJESNOG ODBORA;ULICA LJUDEVITA GAJA 27;476;171;171;165;6;91;74
21;GRAD ZAGREB;grad;GRAD ZAGREB;593;BREZOVICA;OŠ BREZOVICA;BREZOVIÈKA CESTA 98A;1202;470;470;462;8;219;243
21;GRAD ZAGREB;grad;GRAD ZAGREB;594;BREZOVICA;OŠ BREZOVICA;BREZOVIÈKA CESTA 98A;1210;462;462;457;5;233;224
21;GRAD ZAGREB;grad;GRAD ZAGREB;595;BREZOVICA;OŠ BREZOVICA;BREZOVIÈKA CESTA 98A;1206;436;436;424;12;204;220
21;GRAD ZAGREB;grad;GRAD ZAGREB;596;DEMERJE;PROSTORIJE MJESNOG ODBORA;DEMERSKA ULICA 33;667;277;277;271;6;109;162
21;GRAD ZAGREB;grad;GRAD ZAGREB;597;DRAGONOŽEC;PROSTORIJE MJESNOG ODBORA;DONJODRAGONOŠKA CESTA 30;804;356;356;348;8;179;169
21;GRAD ZAGREB;grad;GRAD ZAGREB;598;HAVIDIÆI;PROSTORIJE MJESNOG ODBORA;KUTI 1;63;32;32;32;0;22;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;599;HORVATI;PROSTORIJE MJESNOG ODBORA;HORVAÆANSKI TRG 2;1252;462;462;447;15;296;151
21;GRAD ZAGREB;grad;GRAD ZAGREB;600;KUPINEÈKI KRALJEVEC CENTAR;PROSTORIJE MJESNOG ODBORA;KRALJEVEÈKA CESTA 73;784;277;277;264;13;119;145
21;GRAD ZAGREB;grad;GRAD ZAGREB;601;KUPINEÈKI KRALJEVEC I;OŠ BREZOVICA - PODRUÈNA ŠKOLA KUPINEÈKI KRALJEVEC;KRALJEVEÈKI BRIJEGI 90;788;331;331;327;4;179;148
21;GRAD ZAGREB;grad;GRAD ZAGREB;602;KUPINEÈKI KRALJEVEC II;VATROGASNI DOM;MATIÈKI 27;279;100;100;94;6;45;49
21;GRAD ZAGREB;grad;GRAD ZAGREB;603;LIPNICA;VATROGASNI DOM LIPNICA;LIPNIÈKA CESTA 36;181;80;80;77;3;33;44
21;GRAD ZAGREB;grad;GRAD ZAGREB;604;ODRANSKI OBREŽ;PROSTORIJE MJESNOG ODBORA;OBREŠKA CESTA 117;1124;424;424;414;10;166;248
21;GRAD ZAGREB;grad;GRAD ZAGREB;605;ODRANSKI STRMEC;PROSTORIJE MJESNOG ODBORA;STRMEÈKA CESTA 57;510;193;193;190;3;74;116
21;GRAD ZAGREB;grad;GRAD ZAGREB;606;TRPUCI;PROSTORIJE MJESNOG ODBORA;TRPUÈANSKA CESTA 28;461;164;164;161;3;85;76
