Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;ANA BOLŠEC;STJEPAN KOŽIĆ;DOMAGOJ LOVRIĆ;MIHAEL ZMAJLOVIĆ
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;006;ZDENCI BRDOVEČKI;DRUŠTVENI DOM ZDENCI BRDOVEČKI;ZDENCI BRDOVEČKI, ZDENAČKA 82;1086;389;389;364;25;38;123;46;157
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;007;DRENJE BRDOVEČKO;DRUŠTVENI DOM DRENJE BRDOVEČKO;DRENJE BRDOVEČKO, VATROGASNA 1;552;245;245;237;8;14;103;18;102
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;008;LADUČ;DRUŠTVENI DOM LADUČ;GORNJI LADUČ, ZAGREBAČKA 47;1502;507;507;484;23;44;187;88;165
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;009;HARMICA;DRUŠTVENI DOM HARMICA;HARMICA, DUBRAVIČKA 6;220;112;112;107;5;8;52;13;34
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;010;KLJUČ BRDOVEČKI;DRUŠTVENI DOM KLJUČ BRDOVEČKI;KLJUČ BRDOVEČKI, MOKRIČKA 47;494;231;231;220;11;13;120;24;63
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;011;ŠENKOVEC;DRUŠTVENI DOM ŠENKOVEC;ŠENKOVEC, ZAGREBAČKA 44;615;207;207;198;9;23;69;19;87
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;012;VUKOVO SELO;DRUŠTVENI DOM VUKOVO SELO;VUKOVO SELO, RIBIČKA 1;415;139;139;134;5;6;70;16;42
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;001;DUBRAVA I;KULTURNI CENTAR (DOLAREVO);UL. SVETE MARGARETE 4, DUBRAVA;391;178;178;170;8;4;108;6;52
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;002;DUBRAVA II;ZGRADA OPĆINE;UL. BRAĆE RADIĆ 2, DUBRAVA;582;239;239;230;9;5;153;17;55
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;003;ZETKAN;DRUŠTVENI DOM;ZETKAN;151;85;85;79;6;3;54;8;14
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;004;ZGALIŠĆE;DRUŠTVENI DOM;ZGALIŠĆE;117;46;46;46;0;1;37;2;6
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;005;NOVAKI;KUĆA HERMAN BOŽENE;NOVAKI 48;151;60;60;59;1;1;39;1;18
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;006;KUNĐEVAC;KUĆA JOVANKE KIŠUR;KUNĐEVAC 4;67;33;33;32;1;1;24;1;6
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;007;BREZJE;DRUŠTVENI DOM;BREZJE;92;38;38;37;1;4;26;1;6
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;008;GRABEREC;DRUŠTVENI DOM;GRABEREC;135;65;65;64;1;1;48;1;14
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;009;BAĐINEC;DRUŠTVENI DOM;BAĐINEC;116;62;62;62;0;2;50;2;8
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;010;ŽUKOVEC;DRUŠTVENI DOM;ŽUKOVEC;119;46;46;45;1;0;33;3;9
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;011;SVINJAREC;DRUŠTVENI DOM;SVINJAREC;34;23;23;23;0;0;22;0;1
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;012;KOSTANJ;DRUŠTVENI DOM;KOSTANJ;76;38;38;33;5;2;22;1;8
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;013;PODLUŽAN;DRUŠTVENI DOM;PODLUŽAN;132;53;53;51;2;2;31;9;9
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;014;GORNJI I DONJI VUKŠINAC;DRUŠTVENI DOM;DONJI VUKŠINAC;138;57;57;54;3;1;45;0;8
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;015;ZVEKOVAC;DRUŠTVENI DOM;ZVEKOVAC;144;80;80;79;1;0;74;0;5
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;016;GORNJI MARINKOVAC I PEHARDOVAC;DRUŠTVENI DOM U GORNJEM MARINKOVCU;GORNJI MARINKOVAC;116;77;77;74;3;0;50;5;19
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;017;DONJI MARINKOVAC;KUĆA GOLUBIĆ ĐURE;DONJI MARINKOVAC 12;67;28;28;26;2;2;17;2;5
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;018;MOSTARI;DRUŠTVENI DOM;MOSTARI;140;51;51;50;1;0;38;5;7
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;019;RADULEC;DRUŠTVENI DOM;RADULEC;104;38;38;37;1;0;29;2;6
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;020;PARUŽEVAC;DRUŠTVENI DOM;PARUŽEVAC;95;55;55;51;4;0;40;2;9
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;021;DUBRAVSKI MARKOVAC;DRUŠTVENI DOM;DUBRAVSKI MARKOVAC;117;76;76;75;1;0;68;0;7
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;022;KORITNA;DRUŠTVENI DOM;KORITNA;147;89;89;88;1;3;58;5;22
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;023;LADINA;DRUŠTVENI DOM;LADINA;82;40;40;40;0;1;25;1;13
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;024;NOVA KAPELA;DRUŠTVENI DOM;NOVA KAPELA;179;93;93;87;6;2;69;4;12
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;025;STARA KAPELA;DRUŠTVENI DOM;STARA KAPELA;134;57;57;56;1;1;49;2;4
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;026;HABJANOVAC;DRUŠTVENI DOM;HABJANOVAC;125;59;59;57;2;4;33;14;6
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;001;DUBRAVICA;ZGRADA OPĆINE U DUBRAVICI;DUBRAVICA, PAVLA ŠTOOSA 3;222;129;129;124;5;5;99;1;19
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;002;BOBOVEC ROZGANSKI;VATROGASNI DOM BOBOVEC;BOBOVEC ROZGANSKI, KUMROVEČKA CESTA 222;316;163;163;161;2;5;121;6;29
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;003;KRAJ GORNJI DUBRAVIČKI;DRUŠTVENI DOM STARINA;KRAJ GORNJI, ANTUNA MIHANOVIĆA 40;216;96;96;89;7;2;64;5;18
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;004;VUČILČEVO;VATROGASNI DOM VUČILČEVO;VUČILČEVO, III. SUTLANSKA CESTA 4;129;96;96;93;3;3;72;2;16
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;005;PROSINEC;VATROGASNI DOM PROSINEC;PROSINEC, UL. SUTLANSKE DOLINE 86 A;101;69;69;64;5;3;53;3;5
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;006;LUKAVEC SUTLANSKI;ZGRADA STARE ŠKOLE;DUBRAVICA, PAVLA ŠTOOSA 38;145;82;82;82;0;2;71;1;8
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;001;FARKAŠEVAC;ZGRADA OPĆINE (PRIZEMLJE-MALA ŠKOLA);FARKAŠEVAC 43;251;169;169;162;7;5;108;10;39
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;002;KABAL;DRUŠTVENI DOM KABAL;KABAL;117;83;83;81;2;1;44;0;36
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;003;DONJI MARKOVAC;DRUŠTVENI DOM DONJI MARKOVAC;DONJI MARKOVAC;37;18;18;17;1;0;5;0;12
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;004;DONJI BOLČ;DRUŠTVENI DOM DONJI BOLČ;DONJI BOLČ;108;61;61;59;2;1;36;1;21
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;005;GORNJI BOLČ;DRUŠTVENI DOM GORNJI BOLČ;GORNJI BOLČ;211;107;107;99;8;2;62;5;30
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;006;MAJUR;DRUŠTVENI DOM MAJUR;MAJUR;76;38;38;34;4;0;25;2;7
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;007;BREZINE;DRUŠTVENI DOM;BREZINE;135;64;64;64;0;1;49;1;13
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;008;MAČKI;DRUŠTVENI DOM;MAČKI;59;32;32;29;3;0;20;4;5
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;009;PRAŠĆEVAC;DRUŠTVENI DOM PRAŠĆEVAC;PRAŠĆEVAC;94;52;52;47;5;1;21;2;23
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;010;ZVONIK;DRUŠTVENI DOM;ZVONIK;65;34;34;34;0;1;25;1;7
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;011;ŽABNICA;DRUŠTVENI DOM;ŽABNICA;109;71;71;66;5;1;33;4;28
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;012;IVANČANI;DRUŠTVENI DOM U IVANČANIMA;IVANČANI;108;43;42;40;2;0;24;2;14
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;001;GRADEC;ZGRADA OPĆINE GRADEC;GRADEC 134;381;203;203;188;15;11;90;13;74
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;002;GRADEČKI PAVLOVEC;DRUŠTVENI DOM;GRADEČKI PAVLOVEC;374;178;178;164;14;10;91;4;59
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;003;POTOČEC;VATROGASNI DOM POTOČEC;POTOČEC;83;46;46;44;2;1;19;4;20
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;004;MALI BREZOVEC;DRUŠTVENI DOM MALI BREZOVEC;MALI BREZOVEC;48;25;25;23;2;0;19;0;4
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;005;VELIKI BREZOVEC;VATROGASNI DOM VELIKI BREZOVEC;VELIKI BREZOVEC;152;75;75;69;6;3;49;5;12
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;006;PODJALES;VATROGASNI DOM PODJALES;PODJALES;134;68;68;64;4;4;36;4;20
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;007;REPINEC;VATROGASNI DOM REPINEC;REPINEC;188;82;82;73;9;2;45;4;22
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;008;FESTINEC;VATROGASNI DOM FESTINEC;FESTINEC;42;22;22;20;2;1;11;0;8
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;009;POKASIN;VATROGASNI DOM POKASIN;POKASIN;46;30;30;29;1;2;20;0;7
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;010;CUGOVEC;DRUŠTVENI DOM CUGOVEC;CUGOVEC;345;151;151;146;5;6;80;12;48
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;011;GRABRIĆ;KUĆA KOVAČIĆ MATE;GRABRIĆ 53;73;39;39;38;1;0;17;0;21
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;012;ZABRĐE;VATROGASNI DOM ZABRĐE;ZABRĐE;116;41;41;40;1;4;20;4;12
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;013;FUKA;LUGARNICA FUKA;FUKA;77;36;36;35;1;0;22;2;11
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;014;STARI GLOG;DRUŠTVENI DOM STARI GLOG;STARI GLOG;86;39;39;36;3;4;13;5;14
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;015;REMETINEC;KUĆA RANKE ŠKRLEC;REMETINEC 10;46;18;18;15;3;2;8;0;5
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;016;HAGANJ;PODRUČNA ŠKOLA HAGANJ;HAGANJ;400;205;205;191;14;8;109;15;59
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;017;LUBENA;VATROGASNI DOM LUBENA;LUBENA;110;59;59;53;6;2;27;6;18
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;018;TUČENIK;DRUŠTVENI DOM TUČENIK;TUČENIK;222;143;143;138;5;9;91;10;28
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;001;IGRIŠĆE;VATROGASNI DOM DVD-A IGRIŠĆE;IGRIŠĆE, GAJEVA 81;592;184;184;168;16;14;100;7;47
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;002;JAKOVLJE;ZGRADA OPĆINE JAKOVLJE-PRIZEMLJE;JAKOVLJE, ADELE SIXTA 2;836;349;349;337;12;26;221;21;69
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;003;JAKOVLJE;PRIVATNA KUĆA BLAŽENKE ZIMIĆ;JAKOVLJE, TOPLIČKA CESTA 27;436;177;177;168;9;9;128;9;22
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;004;JAKOVLJE;PRIVATNA KUĆA RUDOLFA SENIČIĆA;JAKOVLJE, SVETE DOROTEJE 134 A;317;113;113;106;7;4;81;5;16
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;005;JAKOVLJE;PRIVATNA KUĆA ZVONIMIRA SENIČIĆA;JAKOVLJE, ZAGREBAČKA CESTA 150 A;521;206;206;197;9;6;136;11;44
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;006;KRALJEV VRH;DRUŠTVENI DOM;KRALJEV VRH, ŠKOLSKA ULICA BROJ 1;501;180;180;170;10;15;112;9;34
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;001;BIRAČKO MJESTO BR. 1 - BETER I;DOM DVD;BETER;268;130;130;126;4;16;64;5;41
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;002;BIRAČKO MJESTO BR. 2 - BETER II;KUĆA JOSIPA KUFRINA;GORNJA PURGARIJA 9;56;40;40;39;1;6;18;2;13
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;003;BIRAČKO MJESTO BR. 3 - BETER III;KUĆA FRANJE KELEČIĆA;NOVO SELO OKIĆKO 14;167;95;95;93;2;7;41;10;35
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;004;BIRAČKO MJESTO BR. 4 - DONJA ZDENČINA I;DOM DVD;DONJA ZDENČINA;301;147;147;142;5;9;81;3;49
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;005;BIRAČKO MJESTO BR. 5 - DONJA ZDENČINA II;SLUŽBENE PROSTORIJE MO DONJA ZDENČINA U SKLOPU PROSTORA NK ZDENČINA;DONJA ZDENČINA, VLADIMIRA NAZORA 41;536;241;241;232;9;25;103;14;90
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;006;BIRAČKO MJESTO BR. 6 - GOLI VRH;DOM DVD GOLI VRH;GOLI VRH;223;108;108;107;1;7;44;10;46
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;007;BIRAČKO MJESTO BR. 7 - GORNJA ZDENČINA;DOM DVD;GORNJA ZDENČINA;127;83;83;80;3;4;39;2;35
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;008;BIRAČKO MJESTO BR. 8 - KLINČA SELA I;DRUŠTVENI DOM;KLINČA SELA;1023;404;404;392;12;41;180;26;145
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;009;BIRAČKO MJESTO BR. 9 - KLINČA SELA II;DRUŠTVENI DOM;KLINČA SELA;542;271;271;263;8;35;119;9;100
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;010;BIRAČKO MJESTO BR. 10 -  KLINČA SELA III;KUĆA NEVENKA HLEBETINE;TRŽIĆ 5;97;39;39;37;2;5;13;5;14
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;011;BIRAČKO MJESTO BR. 11- KUPINEC I;STARA ŠKOLA;KUPINEC;289;111;111;108;3;8;37;3;60
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;012;BIRAČKO MJESTO BR. 12 - KUPINEC II;NOVA ŠKOLA;KUPINEC;267;106;106;100;6;4;47;3;46
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;013;BIRAČKO MJESTO BR. 13 - KUPINEC III;KUĆA DRAŽENA GRADSKI;KUPINEC 198;105;54;54;51;3;12;17;7;15
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;014;BIRAČKO MJESTO BR. 14 - KUPINEC IV;KUĆA STJEPANA HORVATIĆA;KUPINEC 234;66;38;38;38;0;4;18;0;16
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;015;BIRAČKO MJESTO BR. 15- REPIŠĆE;DRUŠTVENI DOM;REPIŠĆE;311;160;160;155;5;8;71;4;72
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;016;BIRAČKO MJESTO BR. 16- KOZLIKOVO;KUĆA RUDAR ŽELJKA;KOZLIKOVO 20;130;72;72;64;8;7;32;6;19
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;001;DONJA OBREŠKA;PUČKI DOM;DONJA OBREŠKA BB;94;67;67;67;0;2;35;1;29
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;002;GORNJA OBREŠKA;PUČKI DOM;GORNJA OBREŠKA BB;96;35;35;34;1;1;23;2;8
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;003;STARA MARČA;PUČKI DOM;STARA MARČA BB;121;56;56;50;6;3;41;0;6
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;004;BEŠLINEC;PUČKI DOM;BEŠLINEC BB;317;150;150;145;5;9;99;9;28
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;005;KRIŽCI;PUČKI DOM;KRIŽCI BB;177;88;88;86;2;8;48;3;27
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;006;ČEMERNICA LONJSKA;PUČKI DOM;ČEMERNICA LONJSKA BB;206;109;109;106;3;1;75;6;24
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;007;KLOŠTAR I;PUČKI DOM  (PRIZEMLJE);TRG SVETOG IVANA BB, KLOŠTAR IVANIĆ;789;307;307;290;17;23;146;44;77
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;008;KLOŠTAR II;PUČKI DOM ( 1 KAT);TRG SVETOG IVANA BB, KLOŠTAR IVANIĆ;1095;376;376;346;30;14;197;31;104
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;009;LIPOVEC LONJSKI;PUČKI DOM;LIPOVEC LONJSKI BB;287;157;157;143;14;3;97;9;34
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;010;ŠČAPOVEC;PUČKI DOM;ŠČAPOVEC BB;139;71;71;68;3;4;37;6;21
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;011;KLOŠTAR III;OSNOVNA ŠKOLA KLOŠTAR IVANIĆ;ŠKOLSKA 20, KLOŠTAR IVANIĆ;886;354;354;337;17;20;206;19;92
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;012;KLOŠTAR IV;OSNOVNA ŠKOLA KLOŠTAR IVANIĆ;ŠKOLSKA 20, KLOŠTAR IVANIĆ;473;140;140;133;7;8;76;14;35
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;013;PREDAVEC;PUČKI DOM;DUBRAVAČKA 37, PREDAVEC;204;79;79;75;4;7;43;6;19
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;014;SOBOČANI;PUČKI DOM;GRANIČARSKA 15, SOBOČANI;428;141;141;136;5;2;81;9;44
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;001;BIRAČKO MJESTO BR.1 - BRLENIĆ;PROSTORIJE VATROGASNOG DOMA;BRLENIĆ;156;56;56;54;2;3;33;5;13
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;002;BIRAČKO MJESTO BR.2 - MIRKOPOLJE;"PROSTORIJE LU ""FAZAN""";MIRKOPOLJE 49;73;26;26;25;1;1;18;2;4
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;003;BIRAČKO MJESTO BR.3 - BREZARIĆ;KUĆA ŽUPANAC IVANA;BREZARIĆ 28;221;90;90;77;13;1;60;4;12
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;004;BIRAČKO MJESTO BR.4 - KRAŠIĆ I;PROSTORIJE VATROGASNOG DOMA KRAŠIĆ;KRAŠIĆ 69 B;260;100;100;98;2;0;69;6;23
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;005;BIRAČKO MJESTO BR.5 - KRAŠIĆ II;PROSTORIJE OPĆINE KRAŠIĆ;KRAŠIĆ 101;288;100;100;86;14;1;64;12;9
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;006;BIRAČKO MJESTO BR.6 - HRŽENIK;KUĆA PETKOVIĆ IVANA;HRŽENIK 33;126;49;49;47;2;1;37;6;3
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;007;BIRAČKO MJESTO BR.7 - PRIBIĆ;KUĆA TUŠETIĆ DAVORA;PRIBIĆ 86A;206;61;61;60;1;4;39;4;13
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;008;BIRAČKO MJESTO BR.8 - PUŠKAROV JARAK;PROSTORIJE DRUŠTVENOG DOMA, PUŠKAROV JARAK;PUŠKAROV JARAK;213;75;75;69;6;3;38;7;21
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;009;BIRAČKO MJESTO BR.9 - PRIBIĆ CRKVENI;PROSTORIJE MJESNOG ODBORA PRIBIĆ;PRIBIĆ CRKVENI 28 C;344;77;77;70;7;4;41;5;20
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;010;BIRAČKO MJESTO BR.10 - DONJE PREKRIŽJE;PROSTORIJE DRUŠTVENOG DOMA, DONJE PREKRIŽJE;DONJE PREKRIŽJE 2;114;52;52;52;0;2;41;3;6
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;011;BIRAČKO MJESTO BR.11 - JEZERINE;KUĆA LJUBOMIRA JEZERINCA;JEZERINE 1;51;23;23;23;0;0;18;3;2
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;012;BIRAČKO MJESTO BR.12 - KONJARIĆ VRH;PROSTORIJE VATROGANOG DOMA;KONJARIĆ VRH;31;10;10;8;2;2;5;0;1
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;001;BARBARIĆ KRAVARSKI;OPĆINSKI DOM;STARA GORA 69;171;91;91;86;5;3;48;9;26
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;002;ČAKANEC;KUĆA-SLAVEK PEJAK;ČAKANEC 32;45;23;23;23;0;3;19;1;0
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;003;DONJI HRUŠEVEC;OPĆINSKI DOM;DONJI HRUŠEVEC 13;260;148;148;139;9;5;102;13;19
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;004;GLADOVEC KRAVARSKI;OPĆINSKI DOM;GLADOVEC KRAVARSKI BB;132;84;84;78;6;0;71;4;3
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;005;GORNJI HRUŠEVEC;EKO-ETNO SPORTSKO REKREACIJSKI CENTAR KRAVARŠĆICA;GORNJI HRUŠEVEC BB;216;119;119;110;9;3;93;8;6
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;006;KRAVARSKO;OPĆINSKI DOM;TRG STJEPANA RADIĆA 16;504;290;290;279;11;15;186;30;48
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;007;NOVO BRDO;OPĆINSKI DOM;GLAVNA 29;71;42;42;39;3;0;30;3;6
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;008;PODVORNICA;OPĆINSKI DOM;PODVORNIČKI VIJENAC 47;134;61;61;53;8;2;23;6;22
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;009;PUSTIKE;OPĆINSKI OBJEKT (BIVŠI VOJNI OBJEKT);BARBARIČKA CESTA 85;93;49;49;46;3;2;30;4;10
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;010;ŽITKOVČICA;KUĆA-JOSIP DRVODELIĆ;ŽITKOVČICA 5;34;27;27;26;1;2;16;2;6
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;001;BUNJANI;DRUŠTVENI DOM;BUNJANI, MOSLAVAČKA ULICA 71;562;175;175;166;9;18;92;17;39
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;002;GORNJI PRNJAROVEC;MONTAŽNI OBJEKT (KONTEJNER) NA MJESTU BIVŠEG DRUŠTVENOG DOMA;GORNJI PRNJAROVEC 28;293;153;153;149;4;23;79;9;38
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;003;REČICA KRIŠKA;DRUŠTVENI DOM;REČICA KRIŠKA, KRIŠKA ULICA 19;265;115;115;112;3;5;76;9;22
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;004;RAZLJEV;DRUŠTVENI DOM;RAZLJEV, PEŠČENIĆKA ULICA 2;107;41;41;39;2;2;27;0;10
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;005;KONŠĆANI;DRUŠTVENI DOM;KONŠĆANI 9;148;71;71;62;9;10;31;6;15
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;006;DONJI PRNJAROVEC;DRUŠTVENI DOM;DONJI PRNJAROVEC 20;56;27;27;27;0;5;18;2;2
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;007;ŠUŠNJARI;DRUŠTVENI DOM;ŠUŠNJARI 74;98;45;45;45;0;5;27;3;10
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;008;JOHOVEC;DRUŠTVENI DOM;JOHOVEC 29 A;104;54;54;51;3;2;35;3;11
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;009;MALA HRASTILNICA;DRUŠTVENI DOM;MALA HRASTILNICA 29;74;42;42;41;1;1;32;0;8
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;010;VELIKA HRASTILNICA;DRUŠTVENI DOM;VELIKA HRASTILNICA 14;121;51;51;49;2;6;28;6;9
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;011;ŠIRINEC;DRUŠTVENI DOM;ŠIRINEC 49;213;85;85;80;5;8;48;2;22
