Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DAVOR FILIPOVIĆ;JOŠKO KLISOVIĆ;ANKA MRAK-TARITAŠ;DAVOR NAĐI;JELENA PAVIČIĆ VUKIČEVIĆ;VESNA ŠKARE OŽBOLT;MIROSLAV ŠKORO;ŽELJKO TOKIĆ;TOMISLAV TOMAŠEVIĆ;ZVONIMIR TROSKOT
21;GRAD ZAGREB;grad;GRAD ZAGREB;387;GRANEŠINSKI NOVAKI;PROSTORIJE MJESNOG ODBORA;NOVAČKA ULICA 200;1432;595;595;588;7;67;33;2;5;150;27;88;6;174;36
21;GRAD ZAGREB;grad;GRAD ZAGREB;388;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIĆA 13;1383;637;637;632;5;60;52;4;12;55;41;97;3;277;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;389;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIĆA 13;1291;569;569;563;6;63;51;4;14;91;21;86;3;205;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;390;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIĆA 13;1196;489;489;484;5;58;43;2;10;52;28;56;6;206;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;391;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIĆA 13;1265;433;433;424;9;49;7;2;3;218;13;64;1;57;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;392;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIĆA 13;1254;510;510;506;4;64;35;6;12;112;27;70;7;143;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;393;KLAKA;DJEČJI VRTIĆ PČELICA;ULICA JOSIPA HAMMA 2;1029;471;471;464;7;51;39;1;8;57;21;75;1;198;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;394;KLAKA;PROSTORIJE MJESNOG ODBORA;ULICA ZDENKA ŠKREBA 3;1166;457;457;449;8;53;30;6;6;85;20;78;0;158;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;395;MIROŠEVEC;PROSTORIJE MJESNOG ODBORA;MIROŠEVEČKA CESTA 131;1619;757;757;745;12;84;36;4;7;192;40;127;5;229;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;396;NOVOSELEC;PROSTORIJE MJESNOG ODBORA;NOVOSELEČKI PUT 181;1513;698;698;688;10;89;42;5;5;116;29;168;9;186;39
21;GRAD ZAGREB;grad;GRAD ZAGREB;397;OPOROVEC;PROSTORIJE MJESNOG ODBORA;OPOROVEČKI VINOGRADI 20;1289;598;598;584;14;59;30;4;11;119;37;94;20;188;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;398;OPOROVEC;PROSTORIJE MJESNOG ODBORA;OPOROVEČKI VINOGRADI 20;1290;569;569;561;8;80;19;0;6;83;39;108;12;172;42
21;GRAD ZAGREB;grad;GRAD ZAGREB;399;POLJANICE;PROSTORIJE MJESNOG ODBORA;DUBRAVA 203;1318;633;630;616;14;42;34;10;4;110;43;105;9;234;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;400;POLJANICE;DJEČJI VRTIĆ SUNCE;TREĆE POLJANICE 2;1298;573;573;569;4;96;42;2;14;78;21;92;4;192;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;401;POLJANICE;DJEČJI VRTIĆ SUNCE;TREĆE POLJANICE 2;1381;630;629;622;7;66;47;7;18;107;27;121;5;187;37
21;GRAD ZAGREB;grad;GRAD ZAGREB;402;STUDENTSKI GRAD;OŠ VJENCESLAVA NOVAKA;ULICA VILE VELEBITA 15A;1519;655;655;645;10;47;63;9;10;87;27;72;9;308;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;403;STUDENTSKI GRAD;OŠ VJENCESLAVA NOVAKA;ULICA VILE VELEBITA 15A;1492;631;631;622;9;40;47;4;8;75;31;60;1;337;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;404;STUDENTSKI GRAD;PROSTORIJE MJESNOG ODBORA;ULICA VILE VELEBITA 10/3;1016;452;452;445;7;46;36;1;3;82;31;75;4;155;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;405;STUDENTSKI GRAD;PROSTORIJE MJESNOG ODBORA;ULICA VILE VELEBITA 10/3;1033;460;460;455;5;29;47;6;3;67;30;50;0;212;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;406;STUDENTSKI GRAD;PREHRAMBENO-TEHNOLOŠKA ŠKOLA;ULICA GJURE PREJCA 2;1054;525;525;524;1;59;53;4;7;29;38;64;7;245;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;407;TRNOVČICA;OŠ A.B. ŠIMIĆA;KROTOVICA 15;941;495;495;493;2;61;28;3;14;84;29;104;36;103;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;408;TRNOVČICA;OŠ A.B. ŠIMIĆA;KROTOVICA 15;921;400;399;394;5;54;19;2;7;85;16;100;6;74;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;409;TRNOVČICA;PROSTORIJE MJESNOG ODBORA;TRNOVČICA 2A;1196;592;592;583;9;103;30;2;12;63;23;143;19;120;68
21;GRAD ZAGREB;grad;GRAD ZAGREB;410;ZELENI BRIJEG;TENISKI KLUB MIROŠEVEČINA;MIROŠEVEČKI BRIJEG 45;883;417;417;410;7;35;31;2;10;50;15;74;2;180;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;411;ČULINEC;PROSTORIJE MJESNOG ODBORA;ULICA BADEMA 2A;809;346;345;342;3;37;22;4;13;70;29;49;5;102;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;412;ČULINEC;PROSTORIJE MJESNOG ODBORA;ULICA BADEMA 2A;887;436;436;429;7;59;35;3;33;40;18;57;3;159;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;413;DONJA DUBRAVA;OŠ MARIJE JURIĆ ZAGORKE;ŠTEFANOVEČKA CESTA 67;1433;604;601;590;11;88;35;5;7;94;33;97;3;188;40
21;GRAD ZAGREB;grad;GRAD ZAGREB;414;DONJA DUBRAVA;OŠ MARIJE JURIĆ ZAGORKE;ŠTEFANOVEČKA CESTA 67;1450;598;596;584;12;77;37;6;12;83;33;87;4;217;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;415;IVAN MAŽURANIĆ;OŠ IVANA MAŽURANIĆA;JAVORINSKA ULICA 5;1296;604;604;595;9;50;40;5;10;83;27;93;1;244;42
21;GRAD ZAGREB;grad;GRAD ZAGREB;416;IVAN MAŽURANIĆ;OŠ IVANA MAŽURANIĆA;JAVORINSKA ULICA 5;1208;544;544;534;10;84;35;7;9;64;31;89;1;184;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;417;IVAN MAŽURANIĆ;DOM ZDRAVLJA ZAGREB-ISTOK AMBULANTA;SLAVONSKA ULICA 35;1505;685;685;678;7;95;39;4;13;77;35;127;2;246;40
21;GRAD ZAGREB;grad;GRAD ZAGREB;418;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1215;512;512;509;3;70;35;3;15;72;17;82;5;195;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;419;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1224;473;473;467;6;59;32;3;4;96;31;70;3;139;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;420;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1198;522;522;519;3;59;41;2;21;55;31;58;2;232;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;421;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1260;570;568;559;9;56;48;3;14;88;32;86;7;205;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;422;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1247;559;559;551;8;60;36;3;3;87;26;70;2;234;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;423;NOVI RETKOVEC;PROSTORIJE MJESNOG ODBORA;ULICA BREZA 26;1238;547;547;535;12;52;46;4;15;63;34;78;3;219;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;424;RESNIČKI GAJ;PROSTORIJE MJESNOG ODBORA;ČULINEČKA CESTA 230;310;153;152;150;2;29;6;0;4;23;13;17;1;50;7
21;GRAD ZAGREB;grad;GRAD ZAGREB;425;STARI RETKOVEC;PROSTORIJE MJESNOG ODBORA;I. RETKOVEC 2A;1221;396;396;388;8;49;13;0;5;111;10;66;1;117;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;426;STARI RETKOVEC;OŠ SESVETSKA SOPNICA;SOPNIČKA ULICA 69;1178;429;427;421;6;57;11;2;4;113;9;101;2;104;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;427;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1316;508;508;491;17;66;28;1;4;100;23;96;7;153;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;428;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1363;472;472;465;7;50;28;5;5;96;24;69;9;151;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;429;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1242;429;429;420;9;46;27;4;4;95;32;45;1;141;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;430;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1348;534;534;524;10;59;22;2;12;92;42;79;1;191;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;431;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIČKI PUT 1A;1133;481;481;473;8;50;34;5;6;77;40;79;4;166;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;432;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIČKI PUT 1A;1105;439;439;425;14;50;33;3;6;99;33;75;3;114;9
21;GRAD ZAGREB;grad;GRAD ZAGREB;433;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIČKI PUT 1A;1119;426;426;421;5;43;29;3;11;68;24;74;5;150;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;434;TRNAVA;DJEČJI VRTIĆ JABUKA;RESNIČKI PUT 88;1355;477;477;465;12;72;31;2;17;95;23;64;3;130;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;435;TRNAVA;DJEČJI VRTIĆ JABUKA;RESNIČKI PUT 88;1296;455;455;449;6;66;27;4;15;81;18;96;6;122;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;436;TRNAVA;DJEČJI VRTIĆ JABUKA;RESNIČKI PUT 88;1300;513;513;504;9;74;30;7;7;67;23;87;1;180;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;437;MALEŠNICA;PROSTORIJE MJESNOG ODBORA;ULICA IVANE BRLIĆ - MAŽURANIĆ 18;1412;676;674;662;12;74;52;4;2;68;29;88;3;292;50
21;GRAD ZAGREB;grad;GRAD ZAGREB;438;MALEŠNICA;OŠ MALEŠNICA;ULICA ANTE TOPIĆ - MIMARE 36;1305;604;601;597;4;61;34;6;13;74;31;58;1;285;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;439;MALEŠNICA;OŠ MALEŠNICA;ULICA ANTE TOPIĆ - MIMARE 36;1339;606;606;590;16;57;36;6;19;43;29;81;2;263;54
21;GRAD ZAGREB;grad;GRAD ZAGREB;440;MALEŠNICA;OŠ MALEŠNICA;ULICA ANTE TOPIĆ - MIMARE 36;1354;635;635;625;10;81;45;5;23;61;22;77;3;265;43
21;GRAD ZAGREB;grad;GRAD ZAGREB;441;MALEŠNICA;OŠ MALEŠNICA;ULICA ANTE TOPIĆ - MIMARE 36;1369;651;650;639;11;62;41;3;27;50;32;89;2;290;43
21;GRAD ZAGREB;grad;GRAD ZAGREB;442;MALEŠNICA;OŠ MALEŠNICA;ULICA ANTE TOPIĆ - MIMARE 36;1320;620;620;608;12;74;43;8;14;72;33;55;2;281;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;443;DONJA KUSTOŠIJA;OŠ OTONA IVEKOVIĆA;ULICA STJEPKA PASANCA 3;1183;519;519;506;13;49;28;1;16;56;13;83;2;246;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;444;DONJA KUSTOŠIJA;OŠ OTONA IVEKOVIĆA;ULICA STJEPKA PASANCA 3;1001;489;489;482;7;39;32;3;16;45;23;68;1;218;37
21;GRAD ZAGREB;grad;GRAD ZAGREB;445;DONJA KUSTOŠIJA;OŠ OTONA IVEKOVIĆA;ULICA STJEPKA PASANCA 3;996;457;457;450;7;56;33;4;7;67;26;37;4;195;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;446;STENJEVEC-JUG;GIMNAZIJA LUCIJANA VRANJANINA;TRG HRVATSKIH PAVLINA 1;1264;525;525;516;9;52;36;4;16;42;12;64;1;235;54
21;GRAD ZAGREB;grad;GRAD ZAGREB;447;STENJEVEC-JUG;GIMNAZIJA LUCIJANA VRANJANINA;TRG HRVATSKIH PAVLINA 1;1233;545;545;536;9;86;41;7;11;50;31;88;2;192;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;448;STENJEVEC-JUG;GIMNAZIJA LUCIJANA VRANJANINA;TRG HRVATSKIH PAVLINA 1;1196;547;547;538;9;38;32;3;15;79;16;77;4;244;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;449;STENJEVEC-JUG;GIMNAZIJA LUCIJANA VRANJANINA;TRG HRVATSKIH PAVLINA 1;1189;531;530;520;10;62;48;1;9;42;27;71;5;215;40
21;GRAD ZAGREB;grad;GRAD ZAGREB;450;STENJEVEC-JUG;DRUŠTVENI DOM STENJEVEC;SAMOBORSKA CESTA 71/1;1156;493;493;488;5;43;40;2;17;42;17;58;0;251;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;451;STENJEVEC-JUG;DRUŠTVENI DOM STENJEVEC;SAMOBORSKA CESTA 71/1;1195;533;530;526;4;44;51;1;13;41;22;56;0;276;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;452;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEČJI TRG 1;1122;581;581;575;6;33;44;6;20;48;24;72;8;297;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;453;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEČJI TRG 1;1109;549;549;540;9;18;53;5;12;49;29;52;1;287;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;454;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEČJI TRG 1;1127;578;578;575;3;47;47;7;15;55;23;74;3;285;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;455;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEČJI TRG 1;1163;639;639;629;10;39;43;4;17;65;33;71;5;329;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;456;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEČJI TRG 1;1112;646;645;636;9;43;26;3;13;38;30;91;8;346;38
21;GRAD ZAGREB;grad;GRAD ZAGREB;457;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAČKOG;ŠPANSKO 1;1307;661;661;651;10;79;59;3;12;44;23;78;1;309;43
21;GRAD ZAGREB;grad;GRAD ZAGREB;458;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAČKOG;ŠPANSKO 1;1298;642;642;636;6;49;62;2;13;44;26;63;0;336;41
21;GRAD ZAGREB;grad;GRAD ZAGREB;459;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAČKOG;ŠPANSKO 1;1316;592;592;580;12;74;37;2;21;35;35;92;2;246;36
21;GRAD ZAGREB;grad;GRAD ZAGREB;460;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAČKOG;ŠPANSKO 1;1326;593;593;583;10;76;54;7;13;25;38;67;1;277;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;461;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAČKOG;ŠPANSKO 1;1357;689;688;681;7;61;45;8;18;53;38;73;2;352;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;462;ŠPANSKO-SJEVER;PROSTORIJE MJESNOG ODBORA;TRG IVANA KUKULJEVIĆA 9;1257;662;662;650;12;46;74;5;11;46;22;91;0;324;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;463;ŠPANSKO-SJEVER;DJEČJI VRTIĆ MALEŠNICA-PODRUČNI OBJEKT;ULICA DOBRIŠE CESARIĆA 4;1018;540;540;536;4;57;49;4;11;37;23;52;1;280;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;464;ŠPANSKO-SJEVER;DJEČJI VRTIĆ MALEŠNICA-PODRUČNI OBJEKT;ULICA DOBRIŠE CESARIĆA 4;983;480;480;473;7;49;38;4;16;37;23;58;1;229;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;465;ŠPANSKO-SJEVER;DJEČJI VRTIĆ MALEŠNICA-PODRUČNI OBJEKT;ULICA DOBRIŠE CESARIĆA 4;1013;469;469;462;7;55;42;4;10;45;20;57;0;199;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;466;ŠPANSKO-SJEVER;OŠ ANTE KOVAČIĆA;KOTARNICA 17;1289;620;620;610;10;67;43;8;19;50;28;72;2;280;41
21;GRAD ZAGREB;grad;GRAD ZAGREB;467;ŠPANSKO-SJEVER;OŠ ANTE KOVAČIĆA;KOTARNICA 17;1405;769;769;760;9;69;53;6;29;71;41;86;2;344;59
21;GRAD ZAGREB;grad;GRAD ZAGREB;468;ŠPANSKO-SJEVER;OŠ ANTE KOVAČIĆA;KOTARNICA 17;1274;634;634;630;4;58;45;3;12;68;17;74;1;294;58
21;GRAD ZAGREB;grad;GRAD ZAGREB;469;ŠPANSKO-SJEVER;OŠ ANTE KOVAČIĆA;KOTARNICA 17;1338;597;597;592;5;55;36;2;14;49;33;57;6;294;46
21;GRAD ZAGREB;grad;GRAD ZAGREB;470;VRAPČE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA ULICA 80B;1139;485;485;473;12;47;33;4;17;52;28;62;0;216;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;471;VRAPČE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA ULICA 80B;1224;470;470;464;6;36;38;2;5;37;38;65;1;214;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;472;VRAPČE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA ULICA 80B;1127;476;476;470;6;53;17;7;13;46;31;79;3;211;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;473;VRAPČE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA ULICA 80B;1126;429;429;425;4;41;22;0;10;50;23;44;1;211;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;474;VRAPČE-JUG;DJEČJI VRTIĆ ŠPANSKO-PODRUČNI OBJEKT;VI. ORANIČKI ODVOJAK 4;877;478;478;471;7;34;23;6;16;40;19;55;1;260;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;475;VRAPČE-JUG;DJEČJI VRTIĆ ŠPANSKO-PODRUČNI OBJEKT;VI. ORANIČKI ODVOJAK 4;890;472;472;465;7;31;40;1;10;37;15;44;2;258;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;476;GAJNICE;OŠ DRAGUTINA DOMJANIĆA;GAJNICE 31;1367;668;668;662;6;50;62;12;20;57;26;70;0;352;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;477;GAJNICE;OŠ DRAGUTINA DOMJANIĆA;GAJNICE 31;1390;642;642;633;9;74;51;6;12;44;33;59;3;333;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;478;GAJNICE;OŠ DRAGUTINA DOMJANIĆA;GAJNICE 31;1372;621;621;613;8;53;49;9;22;60;35;81;3;283;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;479;GAJNICE;PROSTORIJE MJESNOG ODBORA;ARGENTINSKA ULICA 5;957;398;398;388;10;19;36;5;15;47;18;38;2;194;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;480;GAJNICE;CENTAR ZA KULTURU I OBRAZOVANJE SUSEDGRAD-DVORANA;ARGENTINSKA ULICA 5;987;451;451;441;10;39;46;5;12;30;31;55;0;212;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;481;GAJNICE;PODRUČNI URED SUSEDGRAD;SIGETJE 2;1299;652;650;643;7;58;65;3;14;44;29;87;4;324;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;482;GORNJE VRAPČE;OŠ GORNJE VRAPČE;VRAPČANSKA ULICA 188;1277;590;590;576;14;45;49;5;6;81;33;77;3;254;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;483;GORNJE VRAPČE;OŠ GORNJE VRAPČE;VRAPČANSKA ULICA 188;1250;580;580;570;10;61;47;4;10;65;32;60;6;254;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;484;GORNJE VRAPČE;OŠ GORNJE VRAPČE;VRAPČANSKA ULICA 188;1235;545;545;540;5;47;30;3;9;76;40;68;1;251;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;485;GORNJI STENJEVEC;PROSTORIJE MJESNOG ODBORA;DUBRAVICA 109A;1499;656;656;645;11;56;24;7;35;56;31;68;0;333;35
21;GRAD ZAGREB;grad;GRAD ZAGREB;486;GORNJI STENJEVEC;PROSTORIJE MJESNOG ODBORA;DUBRAVICA 109A;1416;613;613;601;12;42;62;5;21;75;36;65;2;269;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;487;PERJAVICA-BORČEC;OŠ STENJEVEC;BOLNIČKA CESTA 92;1553;745;744;738;6;78;61;4;21;63;40;106;2;341;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;488;PERJAVICA-BORČEC;OŠ DRAGUTINA TADIJANOVIĆA;BOLNIČKA CESTA 60A;1229;619;619;607;12;72;50;3;9;38;23;74;1;312;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;489;PERJAVICA-BORČEC;OŠ DRAGUTINA TADIJANOVIĆA;BOLNIČKA CESTA 60A;1261;596;596;591;5;36;42;4;21;24;19;51;4;364;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;490;PERJAVICA-BORČEC;OŠ DRAGUTINA TADIJANOVIĆA;BOLNIČKA CESTA 60A;1297;661;661;654;7;64;49;5;11;57;37;86;3;311;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;491;PERJAVICA-BORČEC;PROSTORIJE MJESNOG ODBORA;MEDPOTOKI 32;1166;511;511;505;6;32;40;10;21;34;31;57;1;253;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;492;PERJAVICA-BORČEC;PROSTORIJE MJESNOG ODBORA;MEDPOTOKI 32;1035;438;438;436;2;42;28;1;11;43;28;38;4;207;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;493;PODSUSED;PROSTORIJE MJESNOG ODBORA;DUBRAVICA 109A;622;211;211;211;0;20;22;2;10;16;10;23;1;92;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;494;PODSUSED;PROSTORIJE MJESNOG ODBORA;DOMSKA ULICA 1;499;202;202;199;3;17;10;1;4;54;9;37;0;63;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;495;PODSUSED;OŠ BANA JOSIPA JELAČIĆA;PODGRADSKI ODVOJAK 1;1057;535;535;531;4;38;34;8;16;44;36;84;0;240;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;496;PODSUSED;OŠ BANA JOSIPA JELAČIĆA;PODGRADSKI ODVOJAK 1;1067;454;454;441;13;36;42;3;9;34;31;42;1;220;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;497;PODSUSED;OŠ BANA JOSIPA JELAČIĆA;PODGRADSKI ODVOJAK 1;1096;434;434;421;13;37;36;0;14;30;20;42;1;219;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;498;PODSUSED;OŠ BANA JOSIPA JELAČIĆA;PODGRADSKI ODVOJAK 1;1091;500;500;489;11;40;52;3;13;38;22;65;0;239;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;499;STENJEVEC-SJEVER;PROSTORIJE MJESNOG ODBORA;CRNOJEZERSKA ULICA 20;1418;548;548;541;7;49;43;1;14;29;29;87;2;263;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;500;STENJEVEC-SJEVER;PROSTORIJE MJESNOG ODBORA;CRNOJEZERSKA ULICA 20;1406;578;578;565;13;54;38;6;16;55;34;60;0;281;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;501;STENJEVEC-SJEVER;PROSTORIJE MJESNOG ODBORA;ULICA KERESTINEČKIH ŽRTAVA 31;1459;665;664;658;6;48;47;8;6;55;26;95;3;340;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;502;STENJEVEC-SJEVER;PROSTORIJE MJESNOG ODBORA;ULICA KERESTINEČKIH ŽRTAVA 31;1440;701;701;695;6;61;59;3;13;69;42;82;0;342;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;503;VRAPČE CENTAR;OŠ GROFA JANKA DRAŠKOVIĆA;VRAPČANSKA ULICA 7;1374;618;618;603;15;64;43;4;18;54;40;61;3;286;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;504;VRAPČE CENTAR;OŠ GROFA JANKA DRAŠKOVIĆA;VRAPČANSKA ULICA 7;1330;562;561;554;7;75;38;8;12;66;29;74;0;232;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;505;VRAPČE CENTAR;OŠ GROFA JANKA DRAŠKOVIĆA;VRAPČANSKA ULICA 7;1337;592;592;585;7;44;56;4;11;68;11;67;1;300;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;506;VRAPČE CENTAR;OŠ GROFA JANKA DRAŠKOVIĆA;VRAPČANSKA ULICA 7;1355;638;638;630;8;73;29;1;25;56;41;76;4;294;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;507;VRAPČE CENTAR;OŠ GROFA JANKA DRAŠKOVIĆA;VRAPČANSKA ULICA 7;1354;633;633;623;10;53;37;3;10;72;39;82;1;307;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;508;GRAČANI;OŠ GRAČANI;GRAČANI 4A;1354;704;704;694;10;89;44;7;12;71;35;130;1;271;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;509;GRAČANI;OŠ GRAČANI;GRAČANI 4A;1353;689;687;679;8;73;54;3;13;66;40;115;4;290;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;510;GRAČANI;OŠ GRAČANI;GRAČANI 4A;1354;672;672;665;7;50;41;3;9;59;46;192;2;240;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;511;GRAČANI;OŠ GRAČANI;GRAČANI 4A;1373;713;712;696;16;78;56;4;16;72;32;161;6;244;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;512;MARKUŠEVEC;OŠ MARKUŠEVEC;MARKUŠEVEČKA CESTA 160;1333;680;680;671;9;65;25;7;7;130;63;121;6;224;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;513;MARKUŠEVEC;OŠ MARKUŠEVEC;MARKUŠEVEČKA CESTA 160;1319;628;628;617;11;54;18;6;16;79;50;116;7;245;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;514;MARKUŠEVEC;OŠ MARKUŠEVEC;MARKUŠEVEČKA CESTA 160;1330;684;684;667;17;55;31;9;9;123;45;134;6;223;32
