Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;STJEPAN KOŽIĆ;MIHAEL ZMAJLOVIĆ
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;012;KOSTANJ;DRUŠTVENI DOM;KOSTANJ;76;12;12;12;0;8;4
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;013;PODLUŽAN;DRUŠTVENI DOM;PODLUŽAN;131;23;23;23;0;19;4
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;014;GORNJI I DONJI VUKŠINAC;DRUŠTVENI DOM;DONJI VUKŠINAC;138;27;27;25;2;18;7
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;015;ZVEKOVAC;DRUŠTVENI DOM;ZVEKOVAC;144;57;57;57;0;47;10
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;016;GORNJI MARINKOVAC I PEHARDOVAC;DRUŠTVENI DOM U GORNJEM MARINKOVCU;GORNJI MARINKOVAC;116;39;39;36;3;29;7
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;017;DONJI MARINKOVAC;KUĆA GOLUBIĆ ĐURE;DONJI MARINKOVAC 12;67;12;12;12;0;8;4
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;018;MOSTARI;DRUŠTVENI DOM;MOSTARI;140;26;26;26;0;20;6
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;019;RADULEC;DRUŠTVENI DOM;RADULEC;104;25;25;25;0;16;9
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;020;PARUŽEVAC;DRUŠTVENI DOM;PARUŽEVAC;95;25;25;25;0;21;4
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;021;DUBRAVSKI MARKOVAC;DRUŠTVENI DOM;DUBRAVSKI MARKOVAC;117;56;56;56;0;51;5
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;022;KORITNA;DRUŠTVENI DOM;KORITNA;147;63;63;61;2;47;14
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;023;LADINA;DRUŠTVENI DOM;LADINA;82;22;22;22;0;19;3
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;024;NOVA KAPELA;DRUŠTVENI DOM;NOVA KAPELA;179;50;50;50;0;41;9
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;025;STARA KAPELA;DRUŠTVENI DOM;STARA KAPELA;135;43;43;42;1;41;1
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;026;HABJANOVAC;DRUŠTVENI DOM;HABJANOVAC;125;34;34;34;0;29;5
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;001;DUBRAVICA;ZGRADA OPĆINE U DUBRAVICI;DUBRAVICA, PAVLA ŠTOOSA 3;222;66;66;66;0;47;19
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;002;BOBOVEC ROZGANSKI;VATROGASNI DOM BOBOVEC;BOBOVEC ROZGANSKI, KUMROVEČKA CESTA 222;315;74;74;73;1;56;17
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;003;KRAJ GORNJI DUBRAVIČKI;DRUŠTVENI DOM STARINA;KRAJ GORNJI, ANTUNA MIHANOVIĆA 40;216;38;38;38;0;29;9
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;004;VUČILČEVO;VATROGASNI DOM VUČILČEVO;VUČILČEVO, III. SUTLANSKA CESTA 4;129;58;58;58;0;48;10
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;005;PROSINEC;VATROGASNI DOM PROSINEC;PROSINEC, UL. SUTLANSKE DOLINE 86 A;101;35;35;35;0;28;7
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVICA;006;LUKAVEC SUTLANSKI;ZGRADA STARE ŠKOLE;DUBRAVICA, PAVLA ŠTOOSA 38;145;41;41;41;0;38;3
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;001;FARKAŠEVAC;ZGRADA OPĆINE (PRIZEMLJE-MALA ŠKOLA);FARKAŠEVAC 43;251;102;102;102;0;80;22
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;002;KABAL;DRUŠTVENI DOM KABAL;KABAL;117;63;63;61;2;35;26
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;003;DONJI MARKOVAC;DRUŠTVENI DOM DONJI MARKOVAC;DONJI MARKOVAC;37;11;11;11;0;4;7
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;004;DONJI BOLČ;DRUŠTVENI DOM DONJI BOLČ;DONJI BOLČ;108;44;44;44;0;40;4
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;005;GORNJI BOLČ;DRUŠTVENI DOM GORNJI BOLČ;GORNJI BOLČ;210;50;50;47;3;31;16
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;006;MAJUR;DRUŠTVENI DOM MAJUR;MAJUR;76;29;29;28;1;22;6
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;007;BREZINE;DRUŠTVENI DOM;BREZINE;135;36;36;36;0;30;6
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;008;MAČKI;DRUŠTVENI DOM;MAČKI;59;14;14;13;1;10;3
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;009;PRAŠĆEVAC;DRUŠTVENI DOM PRAŠĆEVAC;PRAŠĆEVAC;95;33;33;32;1;16;16
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;010;ZVONIK;DRUŠTVENI DOM;ZVONIK;65;24;24;24;0;18;6
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;011;ŽABNICA;DRUŠTVENI DOM;ŽABNICA;109;39;39;39;0;17;22
01;ZAGREBAČKA ŽUPANIJA;općina;FARKAŠEVAC;012;IVANČANI;DRUŠTVENI DOM U IVANČANIMA;IVANČANI;108;30;30;30;0;14;16
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;001;GRADEC;ZGRADA OPĆINE GRADEC;GRADEC 134;381;89;89;85;4;41;44
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;002;GRADEČKI PAVLOVEC;DRUŠTVENI DOM;GRADEČKI PAVLOVEC;374;97;97;96;1;48;48
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;003;POTOČEC;VATROGASNI DOM POTOČEC;POTOČEC;83;34;34;33;1;19;14
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;004;MALI BREZOVEC;DRUŠTVENI DOM MALI BREZOVEC;MALI BREZOVEC;48;17;17;17;0;14;3
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;005;VELIKI BREZOVEC;VATROGASNI DOM VELIKI BREZOVEC;VELIKI BREZOVEC;152;34;34;33;1;22;11
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;006;PODJALES;VATROGASNI DOM PODJALES;PODJALES;134;21;21;21;0;10;11
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;007;REPINEC;VATROGASNI DOM REPINEC;REPINEC;188;41;41;41;0;26;15
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;008;FESTINEC;VATROGASNI DOM FESTINEC;FESTINEC;42;10;10;10;0;5;5
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;009;POKASIN;VATROGASNI DOM POKASIN;POKASIN;46;25;25;25;0;17;8
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;010;CUGOVEC;DRUŠTVENI DOM CUGOVEC;CUGOVEC;345;64;64;63;1;32;31
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;011;GRABRIĆ;KUĆA KOVAČIĆ MATE;GRABRIĆ 53;73;19;19;19;0;5;14
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;012;ZABRĐE;VATROGASNI DOM ZABRĐE;ZABRĐE;116;20;20;18;2;3;15
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;013;FUKA;LUGARNICA FUKA;FUKA;77;13;13;12;1;11;1
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;014;STARI GLOG;DRUŠTVENI DOM STARI GLOG;STARI GLOG;86;22;22;21;1;7;14
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;015;REMETINEC;KUĆA RANKE ŠKRLEC;REMETINEC 10;46;10;10;8;2;6;2
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;016;HAGANJ;PODRUČNA ŠKOLA HAGANJ;HAGANJ;400;72;72;72;0;41;31
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;017;LUBENA;VATROGASNI DOM LUBENA;LUBENA;110;27;27;26;1;18;8
01;ZAGREBAČKA ŽUPANIJA;općina;GRADEC;018;TUČENIK;DRUŠTVENI DOM TUČENIK;TUČENIK;222;61;61;60;1;33;27
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;001;IGRIŠĆE;VATROGASNI DOM DVD-A IGRIŠĆE;IGRIŠĆE, GAJEVA 81;592;89;89;82;7;44;38
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;002;JAKOVLJE;ZGRADA OPĆINE JAKOVLJE-PRIZEMLJE;JAKOVLJE, ADELE SIXTA 2;836;142;142;139;3;98;41
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;003;JAKOVLJE;PRIVATNA KUĆA BLAŽENKE ZIMIĆ;JAKOVLJE, TOPLIČKA CESTA 27;436;49;49;48;1;45;3
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;004;JAKOVLJE;PRIVATNA KUĆA RUDOLFA SENIČIĆA;JAKOVLJE, SVETE DOROTEJE 134 A;317;32;32;32;0;26;6
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;005;JAKOVLJE;PRIVATNA KUĆA ZVONIMIRA SENIČIĆA;JAKOVLJE, ZAGREBAČKA CESTA 150 A;522;87;87;85;2;56;29
01;ZAGREBAČKA ŽUPANIJA;općina;JAKOVLJE;006;KRALJEV VRH;DRUŠTVENI DOM;KRALJEV VRH, ŠKOLSKA ULICA BROJ 1;500;88;88;82;6;54;28
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;001;BIRAČKO MJESTO BR. 1 - BETER I;DOM DVD;BETER;267;88;88;84;4;50;34
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;002;BIRAČKO MJESTO BR. 2 - BETER II;KUĆA JOSIPA KUFRINA;GORNJA PURGARIJA 9;56;29;29;27;2;14;13
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;003;BIRAČKO MJESTO BR. 3 - BETER III;KUĆA FRANJE KELEČIĆA;NOVO SELO OKIĆKO 14;167;57;57;57;0;26;31
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;004;BIRAČKO MJESTO BR. 4 - DONJA ZDENČINA I;DOM DVD;DONJA ZDENČINA;301;60;60;55;5;35;20
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;005;BIRAČKO MJESTO BR. 5 - DONJA ZDENČINA II;SLUŽBENE PROSTORIJE MO DONJA ZDENČINA U SKLOPU PROSTORA NK ZDENČINA;DONJA ZDENČINA, VLADIMIRA NAZORA 41;536;140;140;138;2;75;63
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;006;BIRAČKO MJESTO BR. 6 - GOLI VRH;DOM DVD GOLI VRH;GOLI VRH;222;68;68;66;2;38;28
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;007;BIRAČKO MJESTO BR. 7 - GORNJA ZDENČINA;DOM DVD;GORNJA ZDENČINA;127;51;51;51;0;26;25
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;008;BIRAČKO MJESTO BR. 8 - KLINČA SELA I;DRUŠTVENI DOM;KLINČA SELA;1023;230;230;228;2;131;97
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;009;BIRAČKO MJESTO BR. 9 - KLINČA SELA II;DRUŠTVENI DOM;KLINČA SELA;543;124;124;122;2;60;62
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;010;BIRAČKO MJESTO BR. 10 -  KLINČA SELA III;KUĆA NEVENKA HLEBETINE;TRŽIĆ 5;97;28;28;28;0;10;18
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;011;BIRAČKO MJESTO BR. 11- KUPINEC I;STARA ŠKOLA;KUPINEC;289;70;70;70;0;28;42
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;012;BIRAČKO MJESTO BR. 12 - KUPINEC II;NOVA ŠKOLA;KUPINEC;267;53;53;50;3;18;32
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;013;BIRAČKO MJESTO BR. 13 - KUPINEC III;KUĆA DRAŽENA GRADSKI;KUPINEC 198;106;27;27;24;3;14;10
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;014;BIRAČKO MJESTO BR. 14 - KUPINEC IV;KUĆA STJEPANA HORVATIĆA;KUPINEC 234;66;20;20;19;1;9;10
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;015;BIRAČKO MJESTO BR. 15- REPIŠĆE;DRUŠTVENI DOM;REPIŠĆE;310;109;109;108;1;53;55
01;ZAGREBAČKA ŽUPANIJA;općina;KLINČA SELA;016;BIRAČKO MJESTO BR. 16- KOZLIKOVO;KUĆA RUDAR ŽELJKA;KOZLIKOVO 20;130;36;36;36;0;19;17
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;001;DONJA OBREŠKA;PUČKI DOM;DONJA OBREŠKA BB;94;65;65;64;1;33;31
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;002;GORNJA OBREŠKA;PUČKI DOM;GORNJA OBREŠKA BB;96;40;40;39;1;25;14
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;003;STARA MARČA;PUČKI DOM;STARA MARČA BB;121;32;32;31;1;22;9
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;004;BEŠLINEC;PUČKI DOM;BEŠLINEC BB;317;135;135;134;1;87;47
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;005;KRIŽCI;PUČKI DOM;KRIŽCI BB;177;77;77;75;2;47;28
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;006;ČEMERNICA LONJSKA;PUČKI DOM;ČEMERNICA LONJSKA BB;206;114;114;110;4;77;33
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;007;KLOŠTAR I;PUČKI DOM  (PRIZEMLJE);TRG SVETOG IVANA BB, KLOŠTAR IVANIĆ;788;227;227;212;15;118;94
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;008;KLOŠTAR II;PUČKI DOM ( 1 KAT);TRG SVETOG IVANA BB, KLOŠTAR IVANIĆ;1096;344;344;331;13;190;141
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;009;LIPOVEC LONJSKI;PUČKI DOM;LIPOVEC LONJSKI BB;287;159;159;153;6;98;55
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;010;ŠČAPOVEC;PUČKI DOM;ŠČAPOVEC BB;139;63;63;61;2;37;24
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;011;KLOŠTAR III;OSNOVNA ŠKOLA KLOŠTAR IVANIĆ;ŠKOLSKA 20, KLOŠTAR IVANIĆ;885;335;335;323;12;186;137
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;012;KLOŠTAR IV;OSNOVNA ŠKOLA KLOŠTAR IVANIĆ;ŠKOLSKA 20, KLOŠTAR IVANIĆ;471;126;126;119;7;80;39
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;013;PREDAVEC;PUČKI DOM;DUBRAVAČKA 37, PREDAVEC;204;88;88;81;7;48;33
01;ZAGREBAČKA ŽUPANIJA;općina;KLOŠTAR IVANIĆ;014;SOBOČANI;PUČKI DOM;GRANIČARSKA 15, SOBOČANI;429;122;122;119;3;73;46
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;001;BIRAČKO MJESTO BR.1 - BRLENIĆ;PROSTORIJE VATROGASNOG DOMA;BRLENIĆ;156;33;33;30;3;19;11
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;002;BIRAČKO MJESTO BR.2 - MIRKOPOLJE;"PROSTORIJE LU ""FAZAN""";MIRKOPOLJE 49;73;16;16;15;1;10;5
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;003;BIRAČKO MJESTO BR.3 - BREZARIĆ;KUĆA ŽUPANAC IVANA;BREZARIĆ 28;222;62;62;59;3;53;6
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;004;BIRAČKO MJESTO BR.4 - KRAŠIĆ I;PROSTORIJE VATROGASNOG DOMA KRAŠIĆ;KRAŠIĆ 69 B;260;60;60;59;1;41;18
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;005;BIRAČKO MJESTO BR.5 - KRAŠIĆ II;PROSTORIJE OPĆINE KRAŠIĆ;KRAŠIĆ 101;288;51;51;50;1;42;8
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;006;BIRAČKO MJESTO BR.6 - HRŽENIK;KUĆA PETKOVIĆ IVANA;HRŽENIK 33;126;33;33;32;1;29;3
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;007;BIRAČKO MJESTO BR.7 - PRIBIĆ;KUĆA TUŠETIĆ DAVORA;PRIBIĆ 86A;206;34;34;33;1;26;7
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;008;BIRAČKO MJESTO BR.8 - PUŠKAROV JARAK;PROSTORIJE DRUŠTVENOG DOMA, PUŠKAROV JARAK;PUŠKAROV JARAK;213;42;42;38;4;26;12
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;009;BIRAČKO MJESTO BR.9 - PRIBIĆ CRKVENI;PROSTORIJE MJESNOG ODBORA PRIBIĆ;PRIBIĆ CRKVENI 28 C;343;45;45;43;2;29;14
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;010;BIRAČKO MJESTO BR.10 - DONJE PREKRIŽJE;PROSTORIJE DRUŠTVENOG DOMA, DONJE PREKRIŽJE;DONJE PREKRIŽJE 2;114;41;41;39;2;31;8
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;011;BIRAČKO MJESTO BR.11 - JEZERINE;KUĆA LJUBOMIRA JEZERINCA;JEZERINE 1;51;16;16;16;0;15;1
01;ZAGREBAČKA ŽUPANIJA;općina;KRAŠIĆ;012;BIRAČKO MJESTO BR.12 - KONJARIĆ VRH;PROSTORIJE VATROGANOG DOMA;KONJARIĆ VRH;31;8;8;7;1;6;1
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;001;BARBARIĆ KRAVARSKI;OPĆINSKI DOM;STARA GORA 69;171;59;59;58;1;40;18
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;002;ČAKANEC;KUĆA-SLAVEK PEJAK;ČAKANEC 32;45;13;13;13;0;13;0
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;003;DONJI HRUŠEVEC;OPĆINSKI DOM;DONJI HRUŠEVEC 13;260;81;81;80;1;73;7
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;004;GLADOVEC KRAVARSKI;OPĆINSKI DOM;GLADOVEC KRAVARSKI BB;132;48;48;47;1;43;4
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;005;GORNJI HRUŠEVEC;EKO-ETNO SPORTSKO REKREACIJSKI CENTAR KRAVARŠĆICA;GORNJI HRUŠEVEC BB;216;40;40;37;3;30;7
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;006;KRAVARSKO;OPĆINSKI DOM;TRG STJEPANA RADIĆA 16;504;124;124;124;0;98;26
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;007;NOVO BRDO;OPĆINSKI DOM;GLAVNA 29;71;26;26;26;0;21;5
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;008;PODVORNICA;OPĆINSKI DOM;PODVORNIČKI VIJENAC 47;134;41;41;41;0;18;23
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;009;PUSTIKE;OPĆINSKI OBJEKT (BIVŠI VOJNI OBJEKT);BARBARIČKA CESTA 85;93;37;37;35;2;26;9
01;ZAGREBAČKA ŽUPANIJA;općina;KRAVARSKO;010;ŽITKOVČICA;KUĆA-JOSIP DRVODELIĆ;ŽITKOVČICA 5;34;19;19;19;0;10;9
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;001;BUNJANI;DRUŠTVENI DOM;BUNJANI, MOSLAVAČKA ULICA 71;562;65;65;62;3;40;22
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;002;GORNJI PRNJAROVEC;MONTAŽNI OBJEKT (KONTEJNER) NA MJESTU BIVŠEG DRUŠTVENOG DOMA;GORNJI PRNJAROVEC 28;293;41;41;41;0;26;15
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;003;REČICA KRIŠKA;DRUŠTVENI DOM;REČICA KRIŠKA, KRIŠKA ULICA 19;265;74;74;72;2;52;20
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;004;RAZLJEV;DRUŠTVENI DOM;RAZLJEV, PEŠČENIĆKA ULICA 2;106;18;18;17;1;8;9
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;005;KONŠĆANI;DRUŠTVENI DOM;KONŠĆANI 9;148;34;34;34;0;19;15
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;006;DONJI PRNJAROVEC;DRUŠTVENI DOM;DONJI PRNJAROVEC 20;56;7;7;7;0;5;2
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;007;ŠUŠNJARI;DRUŠTVENI DOM;ŠUŠNJARI 74;98;26;26;26;0;16;10
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;008;JOHOVEC;DRUŠTVENI DOM;JOHOVEC 29 A;104;30;30;30;0;15;15
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;009;MALA HRASTILNICA;DRUŠTVENI DOM;MALA HRASTILNICA 29;74;31;31;31;0;25;6
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;010;VELIKA HRASTILNICA;DRUŠTVENI DOM;VELIKA HRASTILNICA 14;121;19;19;19;0;11;8
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;011;ŠIRINEC;DRUŠTVENI DOM;ŠIRINEC 49;212;38;38;37;1;18;19
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;012;OKEŠINEC;DRUŠTVENI DOM;OKEŠINEC, ČESMANSKA ULICA130;323;61;61;59;2;30;29
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;013;VEZIŠĆE;DRUŠTVENI DOM;VEZIŠĆE 31;215;29;29;29;0;15;14
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;014;OBEDIŠĆE;DRUŠTVENI DOM;OBEDIŠĆE, ZAGREBAČKA ULICA 113;501;71;71;66;5;47;19
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;015;NOVOSELEC I;VATROGASNI DOM;NOVOSELEC, MOSLAVAČKA ULICA 115;586;104;104;104;0;46;58
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;016;NOVOSELEC II;OBJEKT DJEČJEG VRTIĆA U NOVOSELCU;NOVOSELEC, ULICA HRVATSKE MLADEŽI 23 A;566;93;93;92;1;47;45
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;017;KRIŽ I;OSNOVNA ŠKOLA MILKE TRNINE;KRIŽ, ŠKOLSKA ULICA 20;601;134;134;131;3;65;66
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;018;KRIŽ II;OSNOVNA ŠKOLA MILKE TRNINE;KRIŽ, ŠKOLSKA ULICA 20;434;113;113;112;1;46;66
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;019;KRIŽ III;"DOM U DONJEM KRIŽU (""PATROLNICA"")";KRIŽ, MOSLAVAČKA ULICA 2;444;61;61;60;1;38;22
01;ZAGREBAČKA ŽUPANIJA;općina;LUKA;001;BIRAČKO MJESTO BROJ 1. LUKA-ŽEJINCI;OSNOVNA ŠKOLA LUKA;LUKA, TRG SVETOG ROKA 3;711;250;250;249;1;218;31
01;ZAGREBAČKA ŽUPANIJA;općina;LUKA;002;BIRAČKO MJESTO BROJ 2. KRAJSKA VES-PLUSKA-VADINA;OSNOVNA ŠKOLA LUKA;LUKA, TRG SVETOG ROKA 3;438;108;108;108;0;98;10
01;ZAGREBAČKA ŽUPANIJA;općina;MARIJA GORICA;001;KRAJ GORNJI I BIJELA GORICA;DRUŠTVENI DOM STARINA;KRAJ GORNJI, ANTUNA MIHANOVIĆA 40;280;56;56;55;1;38;17
01;ZAGREBAČKA ŽUPANIJA;općina;MARIJA GORICA;002;MARIJA GORICA;ZGRADA OPĆINE;MARIJA GORICA, GORIČKA 18/A;548;107;107;101;6;78;23
01;ZAGREBAČKA ŽUPANIJA;općina;MARIJA GORICA;003;SVETI KRIŽ;DRUŠTVENI DOM;SVETI KRIŽ, BRDOVEČKA ULICA BB;377;83;83;81;2;45;36
01;ZAGREBAČKA ŽUPANIJA;općina;MARIJA GORICA;004;TRSTENIK;DRUŠTVENI DOM;TRSTENIK, ANTE KOVAČIĆA 17;295;41;41;40;1;25;15
01;ZAGREBAČKA ŽUPANIJA;općina;MARIJA GORICA;005;KRAJ DONJI;DRUŠTVENI DOM KRAJ DONJI;KRAJ DONJI, DUBRAVIČKA ULICA 130;403;73;73;73;0;44;29
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;001;BUKEVJE;VATROGASNO-DRUŠTVENI DOM;BUKEVJE  80;466;161;161;161;0;137;24
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;002;DRNEK;VATROGASNI DOM;DRNEK BB;260;68;68;67;1;50;17
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;003;VRBOVO POSAVSKO;VATROGASNI DOM;VRBOVO POSAVSKO BB;199;37;37;37;0;34;3
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;004;VELEŠEVEC;DRUŠTVENI DOM;VELEŠEVEC 81;417;68;68;67;1;35;32
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;005;RUČA;VATROGASNI DOM;RUČA BB;194;47;47;46;1;27;19
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;006;SUŠA;VATROGASNI DOM;SUŠA BB;83;26;26;26;0;20;6
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;001;BIRAČKO MJESTO BR.1 - PISAROVINA;ZGRADA OPĆINE;TRG HRVATSKIH VELIKANA 1, PISAROVINA;459;111;111;109;2;74;35
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;002;BIRAČKO MJESTO BR.2 - VELIKA JAMNIČKA;KUĆA STJEPANA POLDRUGAČ;VELIKA JAMNIČKA 9 A;170;49;49;47;2;34;13
