Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;BLAŽENKO BOBAN;RANKO OSTOJIÆ
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGOPOLJE;004;BIRAÈKO MJESTO 4. DUGOPOLJE;KUÆA DAVORA PERIŠIÆA;DOMOVINSKOG RATA 189 DUGOPOLJE;746;225;225;219;6;166;53
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGOPOLJE;005;BIRAÈKO MJESTO 5. KOTLENICE;PODRUÈNA ŠKOLA KOTLENICE;SOLINSKA 14;129;63;63;62;1;55;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGOPOLJE;006;BIRAÈKO MJESTO 6. LISKA;ZGRADA OPÆINE LISKA;ULICA SV. LUKE 30;56;51;51;51;0;50;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;GRADAC;001;DRVENIK;ZGRADA PODRUÈNE PUÈKE ŠKOLE DRVENIK;DONJA VALA 129, DRVENIK;495;175;175;174;1;47;127
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;GRADAC;002;ZAOSTROG;PROSTORIJE TURISTIÈKE ZAJEDNICE;ZAOSTROG, FRA A.K. MIOŠIÆA 1;354;112;112;108;4;59;49
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;GRADAC;003;PODACA;MJESNI ODBOR;TRG A. STARÈEVIÆA 1;665;99;99;97;2;66;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;GRADAC;004;BRIST;PUÈKA ŠKOLA;SLAKOVAC 9;370;135;135;131;4;60;71
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;GRADAC;005;GRADAC;PROSTORIJA DRUŠTVENOG DOMA GRADAC;TRG HRVATSKOG PREPORODA 3;1177;258;258;256;2;95;161
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;HRVACE;001;BIRAÈKO MJESTO 1. HRVACE;KUÆA ANÐE KEKEZ;HRVACE 67 A (KOD RESTORANA JANKOVIÆ);523;193;193;187;6;177;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;HRVACE;002;BIRAÈKO MJESTO 2. HRVACE;"OŠ ""DINKA ŠIMUNOVIÆA""";HRVACE;823;419;419;416;3;397;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;HRVACE;003;BIRAÈKO MJESTO 3. BITELIÆ;OŠ BITELIÆ;BITELIÆ;461;145;145;138;7;121;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;HRVACE;004;BIRAÈKO MJESTO 4. RUMIN;KUÆA MARKA BULJANA;RUMIN;164;135;135;131;4;124;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;HRVACE;005;BIRAÈKO MJESTO 5. VUÈIPOLJE;STARA OŠ U VUÈIPOLJU;VUÈIPOLJE;157;127;127;125;2;123;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;HRVACE;006;BIRAÈKO MJESTO 6. POTRAVLJE;OŠ POTRAVLJE;POTRAVLJE;593;196;196;194;2;189;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;HRVACE;007;BIRAÈKO MJESTO 7. SATRIÆ;PROSTORIJE MO SATRIÆ;SATRIÆ;391;102;102;102;0;86;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;HRVACE;008;BIRAÈKO MJESTO 8. MALJKOVO;PROSTORIJE MJESNOG ODBORA;MALJKOVO;78;41;41;38;3;38;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;JELSA;001;JELSA;OPÆINSKI DOM U JELSI;JELSA 404;855;243;243;238;5;148;90
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;JELSA;002;JELSA;OPÆINSKI DOM U JELSI;JELSA, TRG TOME GAMULINA 1;796;206;206;200;6;111;89
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;JELSA;003;SVIRÈE;"PROSTORIJE ""PZ SVIRÈE""";SVIRÈE;384;98;98;96;2;75;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;JELSA;004;VRISNIK;ÈITAONICA;VRISNIK;174;47;47;43;4;22;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;JELSA;005;PITVE;SELJAÈKI DOM U PITVAMA;PITVE;83;24;24;22;2;14;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;JELSA;006;ZAVALA;ZADRUŽNI DOM U ZAVALI;ZAVALA;200;52;52;49;3;21;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;JELSA;007;VRBOSKA;DOM KULTURE;VRBOSKA;594;181;181;176;5;106;70
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;JELSA;008;POLJICA;"PROSTORIJE ""PZ POLJICA""";POLJICA;58;35;35;34;1;12;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;JELSA;009;ZASTRAŽIŠÆE;"PROSTORIJE ""PZ ZASTRAŽIŠÆE""";ZASTRAŽIŠÆE;190;68;68;68;0;40;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;JELSA;010;GDINJ;PROSTORIJE TURISTIÈKOG UREDA;GDINJ;183;59;59;58;1;26;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;001;BIRAÈKO MJESTO 1. KLIS-VAROŠ;MJESNI ODBOR  KLIS-VAROŠ;KNEZA TRPIMIRA 229;352;150;150;140;10;118;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;002;BIRAÈKO MJESTO 2. KLIS-DONJA RUPOTINA;PROSTORIJE MJESNOG ODBORA DONJA RUPOTINA;KNEZA TRPIMIRA 90;1321;244;244;227;17;144;83
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;003;BIRAÈKO MJESTO 3. KLIS-BRDO;OŠ. PETAR KRUŽIÆ;VJEKOSLAVA PARAÆA 7;274;84;84;82;2;66;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;004;BIRAÈKO MJESTO 4. KLIS - MEGDAN;"DOM KULTURE ""JOZO BULIGA""";IZA GRADA 2;379;138;138;128;10;86;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;005;BIRAÈKO MJESTO 5. KLIS - KOSA;"DOM KULTURE ""ZDRAVKO UVODIÆ""";SV. JURE 48;371;115;115;113;2;70;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;006;BIRAÈKO MJESTO 6. KLIS - OZRNA;"PROSTORIJE LOVAÈKE UDRUGE ""SVEÈURJE""";STARE RERE 34;118;49;49;46;3;27;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;007;BIRAÈKO MJESTO 7. KONJSKO;MO KONJSKO;DOMOVINSKOG RATA 45;237;78;78;71;7;56;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;008;BIRAÈKO MJESTO 8. BROÈANAC;MO BROÈANAC;DOMOVINSKOG RATA 146;163;47;47;46;1;39;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;009;BIRAÈKO MJESTO 9. DUGOBABE;MO DUGOBABE;DOMOVINSKOG RATA 168;108;51;51;49;2;46;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;010;BIRAÈKO MJESTO 10. VUÈEVICA;MO VUÈEVICA;ZVONIMIROVA 5;46;20;20;20;0;17;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;011;BIRAÈKO MJESTO 11. KORUŠCE;PROSTORIJE MJESNOG ODBORA KORUŠCE;PUT ŠKOLE 13;74;21;21;20;1;20;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;012;BIRAÈKO MJESTO 12. BRŠTANOVO;MO BRŠTANOVO;HRVATSKIH VELIKANA 12;232;87;87;83;4;76;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;013;BIRAÈKO MJESTO 13. NISKO;MO NISKO;HRVATSKIH VELIKANA 88;176;62;62;62;0;60;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;KLIS;014;BIRAÈKO MJESTO 14. PRUGOVO;MO PRUGOVO;IVANA PAVLA II 100;476;103;103;99;4;87;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LEÆEVICA;001;BIRAÈKO MJESTO BR. 1 -  DIVOJEVIÆI;MJESNI ODBOR DIVOJEVIÆI;DIVOJEVIÆI, ULICA SV. IVAN 65;44;30;30;30;0;30;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LEÆEVICA;002;BIRAÈKO MJESTO BR. 2 - KLADNJICE;MJESNI DOM;KLADNJICE, ULICA HRVATSKIH DRAGOVOLJACA 62;159;78;78;78;0;75;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LEÆEVICA;003;BIRAÈKO MJESTO BR. 3 - LEÆEVICA;OŠ LEÆEVICA;LEÆEVICA, ULICA HRVATSKIH MUÈENIKA 9;160;44;44;42;2;34;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LEÆEVICA;004;BIRAÈKO MJESTO BR. 4 - RADOŠIÆ;MJESNI ODBOR RADOŠIÆ;RADOŠIÆ, ULICA ANTE KUŽIÆA 142;153;52;52;52;0;50;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LOKVIÈIÆI;001;BERINOVAC;"""PIPLIÈINA KUÆA""";BERINOVAC;163;57;57;56;1;52;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LOKVIÈIÆI;002;KLJENOVAC;OSNOVNA ŠKOLA KLJENOVAC;KLJENOVAC;193;54;54;52;2;51;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LOKVIÈIÆI;003;LOKVIÈIÆI;OPÆINSKA ZGRADA;LOKVIÈIÆI;69;21;21;20;1;20;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LOKVIÈIÆI;004;DOLIÆA DRAGA;OSNOVNA ŠKOLA;DOLIÆA DRAGA;337;116;116;116;0;108;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LOVREÆ;001;LOVREÆ;OŠ  S.S. KRANJÈEVIÆ;LOVREÆ;548;294;293;287;6;284;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LOVREÆ;002;DOBRINÈE;PODRUÈNA ŠKOLA DOBRINÈE;DOBRINÈE;165;64;64;61;3;58;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LOVREÆ;003;MEDOV DOLAC;PODRUÈNA ŠKOLA MEDOV DOLAC;MEDOV DOLAC;115;46;46;34;12;32;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LOVREÆ;004;OPANCI;"OŠ ""S.S. KRANJÈEVIÆ""";OPANCI;282;186;186;182;4;181;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;LOVREÆ;005;STUDENCI;OSNOVNA ŠKOLA STUDENCI;STUDENCI;474;169;169;163;6;158;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;001;BIRAÈKO MJESTO 1. MARINA;OSNOVNA ŠKOLA IVAN DUKNOVIÆ;DON FRANE MACANOVIÆA 1, MARINA;1080;161;161;157;4;73;84
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;002;BIRAÈKO MJESTO 2. SVINCA;MJESNI DOM;SVINCA BB;109;41;41;39;2;26;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;003;BIRAÈKO MJESTO 3. GORNJE VINIŠÆE;PROSTOR MJESNOG ODBORA DUBRAVE;DUBRAVE BB;147;36;36;35;1;28;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;004;BIRAÈKO MJESTO 4. DONJE VINIŠÆE;MJESNI DOM;VINIŠÆE;604;119;119;117;2;55;62
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;005;BIRAÈKO MJESTO 5. SEVID;ZGRADA MJESNOG ODBORA - NOVA;SEVID;305;70;70;69;1;38;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;006;BIRAÈKO MJESTO 6. VRSINE;PROSTOR PODRUÈNE OSNOVNE ŠKOLE IVAN DUKNOVIÆ MARINA;VRSINE, VRSINSKA CESTA 7;307;58;58;48;10;21;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;007;BIRAÈKO MJESTO 7. POLJICA;"""RESTORAN KAÈINA""";POLJICA, OBALA 145;661;123;123;117;6;59;58
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;008;BIRAÈKO MJESTO 8. NAJEVI;MJESNI DOM;NAJEVI BB;40;21;21;21;0;17;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;009;BIRAÈKO MJESTO 9. GUSTIRNA;OŠ IVAN DUKNOVIÆ PODRUÈNA ŠKOLA GUSTIRNA;GUSTIRNA, GUSTIRNA III 17;318;70;70;67;3;39;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;010;BIRAÈKO MJESTO 10. DOGRADE;MJESNI DOM;DOGRADE BB;172;33;33;32;1;22;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;011;BIRAÈKO MJESTO 11. POZORAC;DJEÈJI VRTIÆ KRIJESNICA;POZORAC, POZORAC 4;133;21;21;20;1;12;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;012;BIRAÈKO MJESTO 12. BLIZNA GORNJA;MJESNI DOM;BLIZNA GORNJA;77;32;32;32;0;27;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;013;BIRAÈKO MJESTO 13. BLIZNA DONJA;OŠ BLIZNA DONJA;BLIZNA DONJA;204;31;31;30;1;15;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;014;BIRAÈKO MJESTO 14. MITLO;MJESNI DOM;MITLO BB;57;14;14;13;1;5;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;015;BIRAÈKO MJESTO 15. VINOVAC;MJESNI DOM;VINOVAC BB;64;21;21;17;4;7;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MARINA;016;BIRAÈKO MJESTO 16. RASTOVAC;MJESNI DOM;RASTOVAC, PODBOBOVAC 8;80;30;30;28;2;18;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MILNA;001;MILNA;OSNOVNA ŠKOLA MILNA;MILNA, ŽALO;924;226;226;222;4;103;119
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MILNA;002;LOŽIŠÆE;ZADRUŽNI DOM;LOŽIŠÆA;236;68;68;67;1;29;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MUÆ;001;BIRAÈKO MJESTO 1.NEORIÆ;OŠ NEORIÆ-SUTINA;NEORIÆ, NEORIÆ 43;727;109;109;106;3;76;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MUÆ;002;BIRAÈKO MJESTO 2. SUTINA;PROSTORIJE BRATSKE KUÆE SUTINA;SUTINA,CESTA NEORIÆ 1;268;59;59;56;3;43;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MUÆ;003;BIRAÈKO MJESTO 3. GIZDAVAC;PROSTORIJE DRUŠTVENOG DOMA;GIZDAVAC, SVETOG LUKE 12;91;20;20;19;1;16;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MUÆ;004;BIRAÈKO MJESTO 4. DONJI MUÆ;OŠ KNEZA BRANAIMIRA;DONJI MUÆ 218;461;79;79;72;7;58;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MUÆ;005;BIRAÈKO MJESTO 5. GORNJI MUÆ;PROSTORIJE OŠ KNEZ BRANIMIR;GORNJI MUÆ, BEBIÆI 2;396;45;45;45;0;36;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MUÆ;006;BIRAÈKO MJESTO 6. CRIVAC;OŠ BRAÆE RADIÆ PODRUÈNA ŠKOLA CRIVAC;CRIVAC, GORNJE POLJE 9;289;38;38;38;0;33;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MUÆ;007;BIRAÈKO MJESTO 7. DONJE OGORJE;DRUŠTVENI DOM;DONJE OGORJE , RAÐE 3;403;64;64;62;2;53;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MUÆ;008;BIRAÈKO MJESTO 8. BRAÈEVIÆI;DRUŠTVENI DOM;BRAÈEVIÆ, KROZ BRAÈEVIÆ 15;147;16;16;16;0;13;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MUÆ;009;BIRAÈKO MJESTO 9 GORNJE POSTINJE;DRUŠTVENI DOM;GORNJE POSTINJE, GORNJE POSTINJE 48;184;31;31;30;1;24;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;MUÆ;010;BIRAÈKO MJESTO 10. RAMLJANE;DRUŠTVENI DOM;RAMLJANE, KROZ RAMLJANE 17;112;18;18;16;2;15;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;NEREŽIŠÆA;001;NEREŽIŠÆA;"GALERIJA  ""NEREŽIŠÆA""";TRG SVETOG PETRA 1, NEREŽIŠÆA;586;204;204;194;10;120;74
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;NEREŽIŠÆA;002;DONJI HUMAC;HRVATSKI DOM RETOND;DONJI HUMAC 15;164;50;50;49;1;30;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;NEREŽIŠÆA;003;DRAÈEVICA;"DRUŠTVENI DOM ""GOLUBIJERA""";DRAÈEVICA 100;86;37;37;35;2;18;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;OKRUG;001;BIRAÈKO MJESTO BROJ 1. OKRUG DONJI;MJESNI ODBOR (POŠTA);PUT RUDEJA 1;274;60;60;58;2;19;39
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;OKRUG;002;BIRAÈKO MJESTO BROJ 2. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARÈICE 24 B;890;161;161;158;3;96;62
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;OKRUG;003;BIRAÈKO MJESTO BROJ 3. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARÈICE 24 B;866;141;141;136;5;70;66
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;OKRUG;004;BIRAÈKO MJESTO BROJ 4. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARÈICE 24 B;928;114;114;114;0;73;41
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;OKRUG;005;BIRAÈKO MJESTO BROJ 5. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARÈICE 24 B;954;109;109;106;3;69;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;OTOK;001;BIRAÈKO MJESTO 1. GALA;OŠ IVAN MAŽURANIÆ - PODRUÈNA ŠKOLA GALA;GALA;807;123;123;121;2;112;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;OTOK;002;BIRAÈKO MJESTO 2. GORNJI OTOK;OŠ KAMEŠNICA U OTOKU;GORNJI OTOK;1727;267;267;261;6;252;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;OTOK;003;BIRAÈKO MJESTO 3. UDOVIÈIÆI;OŠ KAMEŠNICA - PODRUÈNA ŠKOLA UDOVIÈIÆI;UDOVIÈIÆI;324;66;66;66;0;43;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;OTOK;004;BIRAÈKO MJESTO 4. DONJI OTOK;OŠ KAMEŠNICA U OTOKU;DONJI OTOK;1027;226;226;225;1;208;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;OTOK;005;BIRAÈKO MJESTO 5. RUDA;OŠ KAMEŠNICA - PODRUÈNA ŠKOLA RUDA;RUDA;790;119;119;116;3;101;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODBABLJE;001;BIRAÈKO MJESTO BR. 1 - POLJICA;PODRUÈNA ŠKOLA POLJICA;HRVATSKIH BRANITELJA 107;691;499;499;449;50;415;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODBABLJE;002;BIRAÈKO MJESTO BR. 2 - KRIVODOL;"OŠ ""TIN UJEVIÆ""";IVANA PAVLA II 16;395;271;271;255;16;210;45
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODBABLJE;003;BIRAÈKO MJESTO BR. 3 - GRUBINE;PODRUÈNA ŠKOLA GRUBINE;ULICA TINA UJEVIÆA 1;830;612;612;549;63;474;75
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODBABLJE;004;BIRAÈKO MJESTO BR. 4 - IVANBEGOVINA;PODRUÈNA ŠKOLA IVANBEGOVINA;IVANBEGOVINA 16;241;177;177;160;17;140;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODBABLJE;005;BIRAÈKO MJESTO BR. 5 - HRŠÆEVANI;PODRUÈNA ŠKOLA HRŠÆEVANI;TINA UJEVIÆA 1;338;238;238;214;24;200;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODBABLJE;006;BIRAÈKO MJESTO BR. 6 - KAMENMOST;PODRUÈNA ŠKOLA KAMENMOST;PUT ŠKOLE 8;440;296;296;276;20;191;85
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODBABLJE;007;BIRAÈKO MJESTO BR. 7 - DRUM;PODRUÈNA ŠKOLA DRUM;ULICA DOMOVINSKOG RATA 35;577;447;446;421;25;356;65
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODBABLJE;008;PODBABLJE GORNJE;PODRUÈNA ŠKOLA PODBABLJE GORNJE;TRG HRVATSKOG VITEZA MILANA TRUTINA ŠILJE 1;461;327;327;301;26;286;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODGORA;001;PODGORA;ZGRADA OPÆINE;PODGORA, A.K. MIOŠIÆA 2;1231;798;798;736;62;339;397
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODGORA;002;DRAŠNICE;OSNOVNA ŠKOLA - DON M.PAVLINOVIÆ;DRAŠNICE, DRAŠNICE 127;300;159;159;147;12;83;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODGORA;003;IGRANE;TURISTIÈKI URED-DVORANA;IGRANE  , IGRANE 153;375;201;201;191;10;113;78
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODGORA;004;ŽIVOGOŠÆE;"OSNOVNA ŠKOLA ""DON MIHOVIL PAVLINOVIÆ""";ŽIVOGOŠÆE, PORAT 87;535;249;249;217;32;96;121
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;001;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;981;364;364;323;41;245;78
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;002;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;892;332;332;298;34;230;68
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;003;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;836;219;219;197;22;141;56
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;004;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;659;299;299;274;25;209;65
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;005;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;710;259;259;245;14;170;75
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;006;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;746;298;298;265;33;202;63
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;007;PODSTRANA - GRLJEVAC;ZGRADA OPÆINE;TRG FRANJE  TUÐMANA 3;860;344;342;318;24;248;70
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;008;PODSTRANA-GRLJEVAC;ZGRADA OPÆINE;TRG FRANJE TUÐMANA 3;733;306;306;294;12;237;57
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;009;PODSTRANA-GRLJEVAC;ZGRADA OPÆINE;TRG FRANJE TUÐMANA 3;788;282;282;262;20;202;60
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;010;PODSTRANA;ZGRADA OPÆINE;TRG FRANJE TUÐMANA 3;714;299;299;277;22;191;86
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;011;PODSTRANA;ZGRADA OPÆINE;TRG FRANJE TUÐMANA 3;705;294;294;276;18;174;102
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PODSTRANA;012;PODSTRANA;ZGRADA OPÆINE;TRG FRANJE TUÐMANA 3;695;270;270;255;15;160;95
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;POSTIRA;001;POSTIRA;"DJEÈJI VRTIÆ ""GRDELIN""";POSTIRA;1380;403;402;384;18;296;88
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;POSTIRA;002;DOL;PROSTORIJE MJESNOG UREDA (UDRUGA HRAPAÆUŠA);DOL;113;51;51;49;2;34;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PRGOMET;001;BIRAÈKO MJESTO 1. BOGDANOVIÆI;DOM MJESNOG  ODBORA;BOGDANOVIÆI, PUT ANTE DUKE 1;139;58;58;57;1;56;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PRGOMET;002;BIRAÈKO MJESTO 2. LABIN;ST. ŠKOLSKA ZGRADA;LABIN, PUT MATE MOTIKE 6;101;41;41;41;0;34;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PRGOMET;003;BIRAÈKO MJESTO 3. PRGOMET;OŠ PRGOMET;PRGOMET, CESTA DR. F. TUÐMANA 11;90;37;37;36;1;33;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PRGOMET;004;BIRAÈKO MJESTO 4. SITNO;DOM MJESNOG  ODBORA;SITNO, CESTA SV. JURE 2;84;67;67;67;0;63;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PRGOMET;005;BIRAÈKO MJESTO 5. TROLOKVE;BIVŠA ŠKOLA;TROLOKVE, CESTA DOMOVINSKOG RATA 13;99;40;40;38;2;34;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PRIMORSKI DOLAC;001;BIRAÈKO MJESTO 1;OPÆINA PRIMORSKI DOLAC - OPÆINSKA VIJEÆNICA;PRIMORSKI DOLAC 2;661;173;173;170;3;147;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PROLOŽAC;001;RIÈICE;PODRUÈNA ŠKOLA;RIÈICE;297;106;106;102;4;95;7
