Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;IVAN ANUŠIĆ;IVICA MANDIĆ;VESNA VUČEMILOVIĆ
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SEMELJCI;001;SEMELJCI;OSNOVNA ŠKOLA JOSIPA KOZARCA;ŠKOLSKA 21;1040;259;259;252;7;183;38;31
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SEMELJCI;002;KORITNA;PODRUČNA OSNOVNA ŠKOLA JOSIPA KOZARCA;KOLODVORSKA 2;750;232;232;223;9;174;21;28
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SEMELJCI;003;KEŠINCI;PODRUČNA OSNOVNA ŠKOLA JOSIPA KOZARCA;DOLJANSKA 1;653;129;129;127;2;98;16;13
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SEMELJCI;004;VRBICA;PODRUČNA OSNOVNA ŠKOLA JOSIPA KOZARCA;ĐURĐANAČKA 1;560;117;117;109;8;78;13;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SEMELJCI;005;MRZOVIĆ;PODRUČNA OSNOVNA ŠKOLA JOSIPA KOZARCA;POTOK 2;445;122;122;114;8;85;5;24
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;STRIZIVOJNA;001;STRIZIVOJNA;PROSTORIJE ŠUMARIJE;BRAĆE RADIĆA 99;753;213;212;208;4;173;14;21
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;STRIZIVOJNA;002;STRIZIVOJNA;OPĆINA STRIZIVOJNA;BRAĆE RADIĆA 172;837;324;324;309;15;273;14;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;STRIZIVOJNA;003;STRIZIVOJNA;"ŠAHOVSKI KLUB ""AMATER""";BRAĆE RADIĆA 541;450;128;127;124;3;100;6;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;001;ŠODOLOVCI;ZGRADA OPĆINE;IVE ANDRIĆA 3;341;161;161;141;20;116;8;17
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;002;SILAŠ;DRUŠTVENI DOM;BORISA KIDRIČA 1;364;176;176;145;31;88;25;32
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;003;PALAČA;DRUŠTVENI DOM;BRAĆE ODAVIĆ 2;202;109;109;95;14;61;13;21
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;004;ADA;DRUŠTVENI DOM;GLAVNA 6;149;82;82;72;10;55;7;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;005;PETROVA SLATINA;DRUŠTVENI DOM;KORDUNAŠKA 48;160;78;78;73;5;62;4;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ŠODOLOVCI;006;PAULIN DVOR;DRUŠTVENI DOM;GLAVNA 21;71;49;49;48;1;42;4;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;001;TRNAVA;DOM KULTURE;IVANA MEŠTROVIĆA 2;517;285;285;261;24;182;40;39
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;002;LAPOVCI;DOM KULTURE;LAPOVCI BB;241;99;99;91;8;76;7;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;003;HRKANOVCI ĐAKOVAČKI;DOM KULTURE;HRKANOVCI ĐAKOVAČKI BB;103;57;57;52;5;24;19;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;004;KONDRIĆ;DOM KULTURE;KONDRIĆ BB;193;89;89;85;4;57;10;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;005;SVETOBLAŽJE;DOM KULTURE;SVETOBLAŽJE BB;62;23;23;23;0;15;6;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;TRNAVA;006;DRAGOTIN;DOM KULTURE;DRAGOTIN 21A;191;88;88;80;8;60;8;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VILJEVO;001;VILJEVO;"OSNOVNA ŠKOLA ""ANTE STARČEVIĆA""";KRALJA TOMISLAVA 1;970;373;373;363;10;293;14;56
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VILJEVO;002;KAPELNA;OSNOVNA ŠKOLA;PETRA PRERADOVIĆA 103;244;118;118;103;15;73;16;14
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VILJEVO;003;KRUNOSLAVJE;MJESNI DOM;GLAVNA 49;69;35;35;32;3;20;4;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VILJEVO;004;IVANOVO;OSNOVNA ŠKOLA;NIKOLE TESLE 1B;296;111;111;100;11;65;17;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VIŠKOVCI;001;VIŠKOVCI;OSNOVNA ŠKOLA LUKA BOTIĆ;OMLADINSKA 4;944;469;469;451;18;355;44;52
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VIŠKOVCI;002;FORKUŠEVCI;DRUŠTVENI DOM;ULICA STJEPANA RADIĆA BB;366;132;132;123;9;92;12;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VIŠKOVCI;003;VUČEVCI;OSNOVNA ŠKOLA JOSIPA KOZARCA, SEMELJCI, PODRUČNI ODJEL VUČEVCI;I.L.RIBARA 50;222;72;72;68;4;50;6;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VLADISLAVCI;001;VLADISLAVCI;OPĆINA VLADISLAVCI;KRALJA TOMISLAVA 141;471;255;255;248;7;222;8;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VLADISLAVCI;002;VLADISLAVCI;OSNOVNA ŠKOLA MATE LOVRAKA;KRALJA TOMISLAVA 75;445;246;246;237;9;205;10;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VLADISLAVCI;003;DOPSIN;DOM KULTURE;JOSIPA JURJA STROSSMAYERA 70;389;174;174;165;9;145;6;14
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VLADISLAVCI;004;HRASTIN;DOM KULTURE;ŠANDORA PETEFIJA 64;249;125;125;120;5;107;6;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;VUKA;001;VUKA;"OSNOVNA ŠKOLA ""MILKA CEPELIĆA""";ULICA MILKA CEPELIĆA 1;953;363;363;347;16;264;46;37
